"Wed","Mi"
"Thu","Do"
"Fri","Fr"
"Sat","Sa"
"Print","Drucken"
"Preview","Vorschau"
"Direction left to right","Von links nach rechts"
"Direction right to left","Von rechts nach links"
"Insert new layer","Neue Ebene einfügen"
"Move forward","Vorwärts gehen"
"Move backward","Rückwärts gehen"
"Toggle absolute positioning","Absolute Platzierung ein/aus"
"New layer...","Neue Ebene …"
"Cancel all changes","Alle Änderungen verwerfen"
"Insert non-breaking space character","Geschütztes Leerzeichen einfügen"
"Run spell checking","Rechtschreibprüfung durchführen"
"ieSpell not detected. Do you want to install it now?","ieSpell nicht gefunden. Jetzt installieren?"
"Horizontal rule","Horizontale Linie"
"Emotions","Gefühle"
"Find","Suchen"
"Find/Replace","Suchen/Ersetzen"
"Insert/edit image","Bild einfügen/ändern"
"Insert/edit link","Link einfügen/ändern"
"Citation","Zitat"
"Abbreviation","Abkürzung"
"Acronym","Akronym"
"Deletion","Löschung"
"Insertion","Einfügung"
"Insert/Edit Attributes","Attribute einfügen/ändern"
"Edit CSS Style","Stylesheet bearbeiten"
"Paste as Plain Text","Als unformatierten Text einfügen"
"Paste from Word","Aus Word einfügen"
"Select All","Alle auswählen"
"Paste is now in plain text mode. Click again to toggle back to regular paste mode. After you paste something you will be returned to regular paste mode.","Einfügen ist nun im Modus für unformatierten Text. Klicke noch mal, um zum normalen Einfügemodus zurückzukehren. Nach dem du etwas eingefügt hast, wird wieder zum normalen Modus gewechselt."
"Paste is now in plain text mode. Click again to toggle back to regular paste mode.","Einfügen ist nun im Modus für unformatierten Text. Klicke noch mal, um zum normalen Einfügemodus zurückzukehren."
"Use CTRL+V on your keyboard to paste the text into the window.","STRG+V drücken, um den Text in das Fenster einzufügen."
"Keep linebreaks","Zeilenumbrüche erhalten"
"Inserts a new table","Neue Tabelle einfügen"
"Insert row before","Zeile einfügen"
"Insert row after","Zeile einfügen"
"Delete row","Zeile löschen"
"Insert column before","Spalte einfügen"
"Insert column after","Spalte einfügen"
"Remove column","Spalte entfernen"
"Split merged table cells","Verbundene Zellen wieder teilen"
"Merge table cells","Zellen verbinden"
"Table row properties","Zeileneigenschaften"
"Table cell properties","Zelleneigenschaften"
"Table properties","Tabelleneigenschaften"
"Paste table row before","Zeile mit Inhalt davor einfügen"
"Paste table row after","Zeile mit Inhalt danach einfügen"
"Cut table row","Zeile ausschneiden"
"Copy table row","Zeile kopieren"
"Delete table","Tabelle löschen"
"Row","Zeile"
"Column","Spalte"
"Cell","Zelle"
"The changes you made will be lost if you navigate away from this page.","Beim Verlassen der Seite werden deine Änderungen verworfen."
"Toggle fullscreen mode (Alt + Shift + G)","Vollbildmodus aktivieren (ALT + UMSCHALT + G)"
"Insert / edit embedded media","Medien einbetten/bearbeiten"
"Edit embedded media","Eingebettete Medien bearbeiten"
"Document properties","Dokumenteigenschaften"
"Insert predefined template content","Vordefinierten Template-Inhalt einfügen"
"Visual control characters on/off.","Sichtbare Steuerzeichen ein/aus."
"Toggle spellchecker (Alt + Shift + N)","Rechtschreibprüfung aktivieren (ALT + UMSCHALT + N)"
"Spellchecker settings","Einstellungen für die Rechtschreibprüfung"
"Ignore word","Wort ignorieren"
"Ignore all","Alles ignorieren"
"Languages","Sprachen"
"Please wait...","Bitte warten …"
"Suggestions","Vorschläge"
"No suggestions","Keine Vorschläge"
"This is somewhat embarrassing, isn&rsquo;t it?","Das ist irgendwie peinlich, oder?"
"It seems we can&rsquo;t find what you&rsquo;re looking for. Perhaps searching can help.","Es sieht so aus, als ob wir nicht das finden konnten, wonach du gesucht hast. Möglicherweise hilft die Suchfunktion."
"Daily Archives: %s","Archiv für den Tag: %s"
"Monthly Archives: %s","Archiv für den Monat: %s"
"Yearly Archives: %s","Archiv für das Jahr: %s"
"Author Archives: %s","Archiv für den Autor: %s"
"About %s","Über %s"
"Category Archives: %s","Kategorie-Archiv: %s"
"One thought on &ldquo;%s&rdquo;","Ein Gedanke zu &bdquo;%s&ldquo;"
"%s thoughts on &ldquo;%s&rdquo;","%s Gedanken zu &bdquo;%s&ldquo;"
"Comment navigation","Kommentar-Navigation"
"&larr; Older Comments","&larr; Ältere Kommentare"
"Newer Comments &rarr;","Neuere Kommentare &rarr;"
"Permalink to %s","Permanentlink zu %s"
"Continue reading <span class=\"meta-nav\">&rarr;</span>","Weiterlesen <span class=\"meta-nav\">&rarr;</span>"
"Leave a reply","Hinterlasse eine Antwort"
"1 Reply","1 Antwort"
"%s Replies","%s Antworten"
"Nothing Found","Nichts gefunden"
"Apologies, but no results were found. Perhaps searching will help find a related post.","Bedaure bitte, aber es wurden keine Ergebnisse gefunden. Möglicherweise hilft die Suchfunktion passende Artikel."
"Featured post","Hervorgehobener Artikel"
"View all posts by %s <span class=\"meta-nav\">&rarr;</span>","Zeige alle Artikel von %s <span class=\"meta-nav\">&rarr;</span>"
"http://wordpress.org/","http://de.wordpress.org/"
"Proudly powered by %s","Stolz präsentiert von %s"
"Primary Menu","Primäres Menü"
"Page %s","Seite %s"
"Main Sidebar","Haupt-Seitenleiste"
"Appears on posts and pages except the optional Front Page template, which has its own widgets","Erscheint auf allen Artikelseiten und statischen Seiten außer dem optionalen Startseitetemplate, welches eigene Widgets hat."
"First Front Page Widget Area","Erster Startseiten Widget Bereich"
"Appears when using the optional Front Page template with a page set as Static Front Page","Erscheint, wenn das optionale Startseiten Template verwendet wird und die Seite als statische Startseite definiert wurde."
"Second Front Page Widget Area","Zweiter Startseiten Widget Bereich"
"Post navigation","Artikel-Navigation"
"<span class=\"meta-nav\">&larr;</span> Older posts","<span class=\"meta-nav\">&larr;</span> Ältere Artikel"
"Newer posts <span class=\"meta-nav\">&rarr;</span>","Neuere Artikel <span class=\"meta-nav\">&rarr;</span>"
"Post author","Artikelautor"
"View all posts by %s","Zeige alle Artikel von %s"
"This entry was posted in %s and tagged %s on %s<span class=\"by-author\"> by %s</span>.","Dieser Beitrag wurde unter %s abgelegt und mit %s verschlagwortet am %s<span class=\"by-author\"> von %s</span>. "
"This entry was posted in %s on %s<span class=\"by-author\"> by %s</span>.","Dieser Beitrag wurde unter %s abgelegt am %s<span class=\"by-author\"> von %s</span>. "
"This entry was posted on %s<span class=\"by-author\"> by %s</span>.","Dieser Beitrag wurde veröffentlicht am %s<span class=\"by-author\"> von %s</span>. "
"Menu","Menü"
"Skip to content","Zum Inhalt springen"
"<span class=\"meta-prep meta-prep-entry-date\">Published </span> <span class=\"entry-date\"><time class=\"entry-date\" datetime=\"%s\">%s</time></span> at <a href=\"%s\" title=\"Link to full-size image\">%s &times; %s</a> in <a href=\"%s\" title=\"Return to %s\" rel=\"gallery\">%s</a>.","<span class=\"meta-prep meta-prep-entry-date\">Veröffentlicht am </span> <span class=\"entry-date\"><time class=\"entry-date\" datetime=\"%s\">%s</time></span> bei <a href=\"%s\" title=\"Originalgrösse anzeigen\">%s &times; %s</a> in <a href=\"%s\" title=\"Zurück zu %s\" rel=\"gallery\">%s</a>."
"&larr; Previous","&larr; Zurück"
"Next &rarr;","Weiter &rarr;"
"No posts to display","Keine Artikel zum Anzeigen"
"Ready to publish your first post? <a href=\"%s\">Get started here</a>.","Bereit den ersten Artikel zu veröffentlichen? <a href=\"%s\">Starte hier</a>."
"Search Results for: %s","Suchergebnisse für: %s"
"Sorry, but nothing matched your search criteria. Please try again with some different keywords.","Entschuldige, aber es konnte nichts gefunden werden. Versuche es mit anderen Schlüsselwörtern erneut."
"Tag Archives: %s","Schlagwort-Archiv: %s"
"The 2012 theme for WordPress is a fully responsive theme that looks great on any device. Features include a front page template with its own widgets, an optional display font, styling for post formats on both index and single views, and an optional no-sidebar page template. Make it yours with a custom menu, header image, and background.","Das 2012 Theme für WordPress ist ein komplett adaptives Theme (responsive theme), das auf jedem Ausgabegerät gut aussieht. Zu den Merkmalen gehören eine Startseiten-Vorlage mit eigenen Widgets, eine optionale Display-Schrift, Styling für Beitrags-Formate auf der Übersichts- und der Beitrags-Ansicht und eine optionale Seiten-Vorlage ohne Sidebar. Passe Menü, Header-Bild und Hintergrund deinen Vorstellungen an."
"the WordPress team","das WordPress-Team"
"Front Page Template","Startseiten Template"
"Invalid user ID.","Ungültige Benutzer-ID."
"Embeds","Einbettungen"
"Uploading Files","Dateien hochladen"
"Store uploads in this folder","Uploads in folgendem Ordner speichern"
"Default is <code>wp-content/uploads</code>","Grundeinstellung ist <code>wp-content/uploads</code>"
"Full URL path to files","Kompletter Pfad zu den Dateien"
"Configuring this is optional. By default, it should be blank.","Diese Einstellung ist optional. Standardmäßig sollte sie leer sein"
"Organize my uploads into month- and year-based folders","Organisiere meine Uploads in monats- und jahresbasierten Ordnern"
"Permalink Settings","Einstellungen &rsaquo; Permalinks"
"Permalinks are the permanent URLs to your individual pages and blog posts, as well as your category and tag archives. A permalink is the web address used to link to your content. The URL to each post should be permanent, and never change &#8212; hence the name permalink.","Permalinks sind dauerhafte Adressen für einzelne Beiträge, Seiten, Kategorien usw.. Ein Permalink ist die Webadresse, die zu Deinem Inhalt verlinkt. Sie sollten eindeutig sein und sich niemals ändern. Sonst wären es keine Permalinks."
"This screen allows you to choose your default permalink structure. You can choose from common settings or create custom URL structures.","Auf dieser Seite kannst du deine gewünschte Permalinkstruktur einstellen. Du kannst entweder aus üblichen Vorlagen wählen oder eine eigene Struktur definieren."
"Common Settings","Gebräuchliche Einstellungen"
"Many people choose to use &#8220;pretty permalinks,&#8221; URLs that contain useful information such as the post title rather than generic post ID numbers. You can choose from any of the permalink formats under Common Settings, or can craft your own if you select Custom Structure.","Viele Leute benutzen \"sprechende Permalinks\". Dies sind Internetadressen (URLs) welche bereits einige Informationen zum Inhalt geben, welcher über diese Adresse erreichbar ist. Du kannst aus Vorlagen wählen oder eine eigene Permalink-Struktur festlegen."
"If you pick an option other than Default, your general URL path with structure tags, terms surrounded by <code>%s</code>, will also appear in the custom structure field and your path can be further modified there.","Falls du eine andere Struktur als <em>Standard</em> auswählst, wird diese direkt ins Feld <em>Benutzerdefinierte Struktur</em> übertragen, damit du sie auf Wunsch noch weiter anpassen kannst."
"When you assign multiple categories or tags to a post, only one can show up in the permalink: the lowest numbered category. This applies if your custom structure includes <code>%scategory%s</code> or <code>%stag%s</code>.","Wenn du <code>%scategory%s</code> oder <code>%stag%s</code> verwendest, dann beachte folgendes: Wenn einem Beitrag mehrere Kategorien oder Schlagwörter zugewiesen wurden, so erscheint nur eine im Permalink – die Kategorie oder das Schlagwort mit der niedrigsten ID."
"Custom Structures","Individuelle Strukturen"
"The Optional fields let you customize the &#8220;category&#8221; and &#8220;tag&#8221; base names that will appear in archive URLs. For example, the page listing all posts in the &#8220;Uncategorized&#8221; category could be <code>/topics/uncategorized</code> instead of <code>/category/uncategorized</code>.","Bei Bedarf kannst du individuelle Basen für deine Kategorie- und Schlagwörter-URLs eingeben. Wenn du zum Beispiel <code>topics</code> als deine Kategorie-Basis eingibst, erhältst du Kategorie-Links à la <code>http://example.org/topics/uncategorized/</code>. Wenn du nichts eingibst, werden die Standardwerte benutzt."
"<a href=\"http://codex.wordpress.org/Settings_Permalinks_Screen\" target=\"_blank\">Documentation on Permalinks Settings</a>","<a href=\"http://codex.wordpress.org/Settings_Permalinks_Screen\" target=\"_blank\">Documentation on Permalinks Settings (engl.)</a>"
"<a href=\"http://codex.wordpress.org/Using_Permalinks\" target=\"_blank\">Documentation on Using Permalinks</a>","<a href=\"http://codex.wordpress.org/Using_Permalinks\" target=\"_blank\">Documentation on Using Permalinks (engl.)</a>"
"You should update your web.config now.","Du solltest deine web.config jetzt aktualisieren."
"Permalink structure updated. Remove write access on web.config file now!","Die Permalink-Struktur wurde aktualisiert. Entferne jetzt die Schreibrechte für web.config!"
"Permalink structure updated.","Permalink-Struktur aktualisiert."
"You should update your .htaccess now.","Du solltest jetzt deine .htaccess aktualisieren."
"By default WordPress uses web <abbr title=\"Universal Resource Locator\">URL</abbr>s which have question marks and lots of numbers in them, however WordPress offers you the ability to create a custom URL structure for your permalinks and archives. This can improve the aesthetics, usability, and forward-compatibility of your links. A <a href=\"http://codex.wordpress.org/Using_Permalinks\">number of tags are available</a>, and here are some examples to get you started.","In den Grundeinstellungen von WordPress werden <abbr title=\"Universal Resource Locator\">URL</abbr>s verwendet, die eine Menge Fragezeichen und Zahlen beinhalten. Du hast aber auch die Möglichkeit, die URL-Struktur für Permalinks und Archive anzupassen. Dieses kann die Benutzerfreundlichkeit und Ästhetik deiner Links heraufsetzen. Eine <a href=\"http://codex.wordpress.org/Using_Permalinks\">Vielzahl von Tags ist erhältlich</a>, und hier findest du für den Anfang ein paar Beispiele."
"archives","archive"
"Day and name","Tag und Name"
"sample-post","Beispielbeitrag"
"Month and name","Monat und Name"
"Numeric","Numerisch"
"Post name","Beitragsname"
"Custom Structure","Benutzerdefinierte Struktur"
