"Activation Key Required","Clef d&rsquo;activation requise"
"Adding media has been streamlined with an all-new experience, making it a breeze to upload files and place them into your posts.","L&rsquo;ajout de fichiers média a été repensé pour aboutir à une toute nouvelle approche, facilitant grandement la mise en ligne et l&rsquo;insertion dans vos articles."
"Picturesque Galleries","Des galeries très visuelles"
"Creating image galleries is faster with drag and drop reordering, inline caption editing, and simplified controls for layout.","La création de galeries d&rsquo;images est plus rapide grâce à la réorganisation par glisser-déposer, la modification directe de la légende, et aux contrôles de mise en page simplifiés."
"New Default Theme","Nouveau thème par défaut"
"Introducing Twenty Twelve","Arrivée de Twenty Twelve"
"The newest default theme for WordPress is simple, flexible, and elegant.","Le nouveau thème par défaut de WordPress est simple, flexible et élégant."
"What makes it really shine are the design details, like the gorgeous Open Sans typeface and a fully responsive design that looks great on any device.","Il brille notamment par l&rsquo;attention portée aux détails, comme la superbe police Open Sans et le design totalement souple qui s&rsquo;adapte parfaitement à toutes les tailles d&rsquo;écran."
"Naturally, Twenty Twelve supports all the theme features you’ve come to know and love, but it is also designed to be as great for a website as it is for a blog.","Bien entendu, Twenty Twelve intègre toutes les fonctionnalités que vous avez connu et apprécié avec les thèmes précédents, mais il a en plus été conçu pour fonctionner aussi bien pour un site web que pour un blog."
"Retina Ready","Prêt pour le Retina"
"So Sharp You Can&#8217;t See the Pixels","Tellement net que vous ne verrez pas les pixels"
"The WordPress dashboard now looks beautiful on high-resolution screens like those found on the iPad, Kindle Fire HD, Nexus 10, and MacBook Pro with Retina Display. Icons and other visual elements are crystal clear and full of detail.","Le tableau de bord de WordPress est magnifique sur les écrans haute-résolution, comme ceux de l&rsquo;iPad, du Kindle Fire HD, du Nexus 10 et du MacBook Pro. Les icônes et autres éléments visuels sont clairs et très détaillés."
"Smoother Experience","Une utilisation plus harmonieuse"
"Better Accessibility","Une meilleure accessibilité"
"WordPress supports more usage modes than ever before. Screenreaders, touch devices, and mouseless workflows all have improved ease of use and accessibility.","WordPress reconnaît plus de modes d&rsquo;utilisation qu&rsquo;auparavant. Les lecteurs d&rsquo;écrans, les appareils tactiles et les utilisations sans souris fonctionnent tous plus simplement et avec une meilleure accessibilité."
"More Polish","Un coup d&rsquo;éclat"
"A number of screens and controls have been refined. For example, a new color picker makes it easier for you to choose that perfect shade of blue.","Un grand nombre d&rsquo;écrans et de contrôleurs ont été repensés. Par exemple, le nouveau sélecteur de couleur vous permet de trouver plus simplement cette teinte de bleu si particulière."
"Under the Hood","Sous le capot"
"Meta Query Additions","Support des Meta Queries"
"The <code>WP_Comment_Query</code> and <code>WP_User_Query</code> classes now support meta queries just like <code>WP_Query.</code> Meta queries now support querying for objects without a particular meta key.","Les classes <code>WP_Comment_Query</code> et <code>WP_User_Query</code> reconnaissent désormais les requêtes méta, tout comme <code>WP_Query</code>. Les requêtes méta peuvent maintenant lancer une requête sur un objet sans nécessite de clef méta."
"Post Objects","Objets d&rsquo;articles"
"Post objects are now instances of a <code>WP_Post</code> class, which improves performance by loading selected properties on demand.","Les objets d&rsquo;articles sont  dorénavant des instances de la classe <code>WP_Post</code>, qui améliore les performances en chargeant à la demande les propriétés sélectionnées."
"Image Editing API","L&rsquo;API de modification d&rsquo;image"
"The <code>WP_Image_Editor</code> class abstracts image editing functionality such as cropping and scaling, and uses ImageMagick when available.","La classe <code>WP_Image_Editor</code> est une abstraction de la fonctionnalité de modification d&rsquo;image, comme le cadrage et le changement d&rsquo;échelle, et utilise ImageMagick si cette bibliothèque est disponible."
"Multisite Improvements","Amélioration du multisite"
"<code>switch_to_blog()</code> is now significantly faster and more reliable.","<code>switch_to_blog()</code> est sensiblement plus rapide et fiable."
"XML-RPC API","L&rsquo;API XML-RPC"
"The <a href=\"%s\">WordPress API</a> is now always enabled, and supports fetching users, editing profiles, managing post revisions, and searching posts.","L&rsquo;<a href=\"%s\">API de WordPress</a> est dorénavant toujours activée, et autorise la récupération des utilisateurs, la modification des profils, la gestion des révisions d&rsquo;articles, et la recherche d&rsquo;articles."
"External Libraries","Bibliothèques tierces"
"WordPress now includes the <a href=\"%s\">Underscore</a> and <a href=\"%s\">Backbone</a> JavaScript libraries. TinyMCE, jQuery, jQuery UI, and SimplePie have all been updated to the latest versions.","WordPress inclus aujourd&rsquo;hui les bibliothèques <a href=\"%s\">Underscore</a> et <a href=\"%s\">Backbone</a>. TinyMCE, jQuery, jQuery UI, et SimplePie ont tous été mis à jour à la dernière version"
"Return to Updates","Retourner aux mises à jour"
"Return to Dashboard &rarr; Updates","Retourner aux mises à jour"
"Go to Dashboard &rarr; Home","Aller sur l&rsquo;accueil"
"Go to Dashboard","Aller sur le tableau de bord"
"Maintenance Release","Mise à jour de maintenance"
"Maintenance Releases","Mises à jour de maintenance"
"Security Release","Mise à jour de sécurité"
"Security Releases","Mises à jour de sécurité"
"<strong>Version %s</strong> addressed a security issue.","La <strong>version %s</strong> corrige une vulnérabilité de sécurité."
"<strong>Version %s</strong> addressed some security issues.","La <strong>version %s</strong> corrige plusieurs vulnérabilités de sécurité."
"<strong>Version %s</strong> addressed %s bug.","La <strong>version %s</strong> corrige %s bug."
"<strong>Version %s</strong> addressed %s bugs.","La <strong>version %s</strong> corrige %s bugs."
"<strong>Version %s</strong> addressed a security issue and fixed %s bug.","La <strong>version %s</strong> s&rsquo;occupe d&rsquo;un problème de sécurité et corrige %s bug."
"<strong>Version %s</strong> addressed a security issue and fixed %s bugs.","<strong>Version %s</strong> s&rsquo;occupe d&rsquo;un problème de sécurité et corrige %s bugs."
"Thank you for creating with <a href=\"http://wordpress.org/\">WordPress</a>.","Merci de faire de <a href=\"http://www.wordpress-fr.net/\">WordPress</a> votre outil de création."
"Global Dashboard","Tableau de bord global"
"Skip to main content","Aller au contenu principal"
"Main content","Contenu principal"
"Invalid plugin page","Page d&rsquo;extension non valide"
"Cannot load %s.","Impossible de charger %s."
"You are not allowed to import.","Vous n&rsquo;avez pas l&rsquo;autorisation d&rsquo;importer."
"Import","Importer"
"Unknown post type.","Type d&rsquo;article invalide."
"You are not allowed to edit this item.","Vous n&#8217;avez pas l&#8217;autorisation de modifier ce contenu."
"&#8220;%s&#8221; has failed to upload due to an error","« %s » n&rsquo;a pas pu être mis en ligne suite à une erreur"
"Edit Comment","Modifier le commentaire"
"Overview","Vue d&rsquo;ensemble"
"You can edit the information left in a comment if needed. This is often useful when you notice that a commenter has made a typographical error.","Au besoin, vous pouvez modifier les informations laissées dans un commentaire. Par exemple, si un commentateur a fait une faute d&rsquo;orthographe."
"You can also moderate the comment from this screen using the Status box, where you can also change the timestamp of the comment.","Vous pouvez également modérer le commentaire depuis cet écran, à l&rsquo;aide du bloc État, d&rsquo;où vous pouvez également changer l&rsquo;horodatage du commentaire."
"For more information:","Plus d&rsquo;informations&nbsp;:"
"<a href=\"http://codex.wordpress.org/Administration_Screens#Comments\" target=\"_blank\">Documentation on Comments</a>","<a href=\"http://codex.wordpress.org/Administration_Screens#Comments\" target=\"_blank\">Documentation sur les commentaires (en)</a>"
"<a href=\"http://wordpress.org/support/\" target=\"_blank\">Support Forums</a>","<a href=\"http://www.wordpress-fr.net/support/\" target=\"_blank\">Forums d&rsquo;entraide</a>"
"Oops, no comment with this ID.","Oups, aucun commentaire avec cet ID."
"Go back","Retour"
"You are not allowed to edit this comment.","Vous n&rsquo;avez pas l&rsquo;autorisation de modifier ce commentaire."
"This comment is in the Trash. Please move it out of the Trash if you want to edit it.","Ce commentaire est dans la Corbeille. Veuillez l&rsquo;en sortir avant de le modifier."
"Moderate Comment","Modérer le commentaire"
"You are about to mark the following comment as spam:","Vous êtes sur le point de marquer le commentaire suivant comme indésirable&nbsp;:"
"Spam Comment","Marquer comme indésirable"
"You are about to move the following comment to the Trash:","Vous êtes sur le point de déplacer le commentaire suivant dans la Corbeille&nbsp;:"
"Trash Comment","Mettre le commentaire dans la Corbeille"
"You are about to delete the following comment:","Vous êtes sur le point de supprimer le commentaire suivant&nbsp;:"
"Permanently Delete Comment","Supprimer définitivement le commentaire"
"You are about to approve the following comment:","Vous êtes sur le point d&rsquo;approuver le commentaire suivant&nbsp;:"
"Approve Comment","Approuver le commentaire"
"This comment is currently approved.","Ce commentaire est actuellement approuvé."
"This comment is currently marked as spam.","Ce commentaire est actuellement marqué comme indésirable."
"This comment is currently in the Trash.","Ce commentaire est actuellement dans la Corbeille."
"Caution:","Attention&nbsp;:"
"You are not allowed to edit comments on this post.","Vous n&rsquo;avez pas l&rsquo;autorisation de modifier les commentaires de cet article."
"Unknown action.","Action inconnue."
"WordPress is created by a <a href=\"%s\">worldwide team</a> of passionate individuals. <a href=\"%s\">Get involved in WordPress</a>.","WordPress est créé par une <a href=\"%s\">équipe de personnes passionnées</a>, répartie sur toute la planète. <a href=\"%s\">Participez au développement de WordPress</a>&nbsp;!"
"WordPress is created by a worldwide team of passionate individuals.","WordPress est créé par une équipe de personnes passionnées, réparties sur toute la planète."
"Translators","Traducteurs"
"Want to see your name in lights on this page? <a href=\"%s\">Get involved in WordPress</a>.","Vous voulez faire partie des noms listés sur cette page&nbsp;? <a href=\"%s\">Participez au développement de WordPress</a>&nbsp;!"
"Project Leaders","Chefs de projet"
"Extended Core Team","Équipe principale étendue"
"Core Developers","Développeurs principaux"
"Recent Rockstars","Étoiles montantes"
"Core Contributors to WordPress %s","Contributeurs au code de WordPress %s"
"Contributing Developers","Développeurs ayant contribué"
"Cofounder, Project Lead","Cofondateur, chef de projet"
"Lead Developer","Développeur principal"
"User Experience Lead","En charge de l&rsquo;expérience utilisateur"
"Core Developer","Développeur c&oelig;ur"
"Core Committer","Développeur principal"
"Guest Committer","Développeur invité"
"Developer","Développeur"
"Designer","Concepteur graphique"
"Internationalization","Internationalisation"
"Icon Design","Conception des icônes"
"You can customize the look of your site without touching any of your theme&#8217;s code by using a custom background. Your background can be an image or a color.","Vous pouvez personnaliser l&rsquo;apparence de votre site sans jamais toucher au code de votre thème, en utilisant un fond personnalisé. Votre fond peut être une image ou juste une couleur."
"To use a background image, simply upload it or choose an image that has already been uploaded to your Media Library by clicking the &#8220;Choose Image&#8221; button. You can display a single instance of your image, or tile it to fill the screen. You can have your background fixed in place, so your site content moves on top of it, or you can have it scroll with your site.","Pour utiliser une image de fond, mettez-la simplement en ligne ou choisissez une image déjà mise en ligne dans votre Bibliothèque de Médias en cliquant sur  le bouton &laquo;&nbsp;Choisir l&rsquo;image&nbsp;&raquo;. Vous pouvez n&rsquo;afficher qu&rsquo;une occurrence de l&rsquo;image, ou la répéter afin de remplir l&rsquo;écran. Vous pouvez choisir de garder le fond en place quand vous faites défiler le contenu, ou au contraire faire que le fond défile en même temps."
