"New password","Nytt passord"
"Invalid comment ID.","Ugyldig kommentar-ID."
"Sorry, you cannot edit comments.","Beklager, du kan ikke redigere kommentarer."
"Invalid comment status.","Ugyldig kommentarstatus."
"Sorry, the comment could not be edited. Something wrong happened.","Beklager, kommentaren kunne ikke endres. En feil oppstod."
"You must be registered to comment","Du må være registrert for å kunne kommentere"
"Comment author name and email are required","Kommentarforfatter navn og e-post er obligatorisk"
"A valid email address is required","En gyldig e-postadresse"
"You are not allowed access to details about this site.","Du har ikke tillatelse til å se detaljer om dette nettstedet."
"You are not allowed access to details about comments.","Du har ikke tillatelse til å se detaljer om kommentarer."
"You are not allowed to update options.","Du har ikke tillatelse til å oppdatere innstillinger."
"You do not have permission to upload files.","Du har ikke lov til å laste opp filer."
"Sorry, you are not allowed to edit this post type.","Beklager, du har ikke adgang til å redigere denne typen innlegg."
"Invalid post ID","Ugyldig innleggs-ID"
"Sorry, you are not allowed to edit posts.","Beklager, du kan ikke redigere innlegg."
"Sorry, revisions are disabled.","Beklager, revisjoner er deaktivert."
"Sorry, you do not have access to user data on this site.","Beklager, du har ikke tilgang til brukerdata på dette nettstedet."
"Either there are no posts, or something went wrong.","Enten er det ingen innlegg, eller så oppstod en feil."
"Sorry, that file cannot be edited.","Beklager, den filen kan ikke redigeres."
"Sorry, no such post.","Beklager, ingen sånne innlegg."
"Sorry, you do not have the right to edit this post.","Beklager, du har ikke lov til å redigere dette innlegget."
"Sorry, you do not have the right to publish this post.","Beklager, du har ikke lov til å publisere dette innlegget."
"For some strange yet very annoying reason, this post could not be edited.","Av en merkelig og plagsom grunn kunne ikke innlegget redigeres."
"Sorry, you do not have the right to delete this post.","Beklager, du har ikke lov til å slette dette innlegget."
"For some strange yet very annoying reason, this post could not be deleted.","Av en merkelig og plagsom grunn kunne ikke innlegget slettes."
"Sorry, you are not allowed to publish pages on this site.","Beklager, du har ikke tillatelse til å publisere sider på dette nettstedet."
"Sorry, you are not allowed to publish posts on this site.","Beklager, du har ikke tillatelse til å publisere innlegg på dette nettstedet."
"Invalid post format","Ugyldig innleggsformat"
"You are not allowed to create pages as this user.","Du har ikke tillatelse til å lage sider som denne brukeren."
"You are not allowed to change the post author as this user.","Du har ikke tillatelse til å endre forfatter på innlegget som denne brukeren."
"You are not allowed to change the page author as this user.","Du har ikke tillatelse til å endre forfatter på siden som denne brukeren."
"Sorry, you do not have the right to publish this page.","Beklager, du har ikke lov til å publisere denne siden."
"Sorry, your entry could not be edited. Something wrong happened.","Beklager, dette kunne ikke redigeres. En feil oppstod."
"Sorry, you must be able to edit posts on this site in order to view categories.","Beklager, du må kunne redigere innlegg på dette nettstedet for å se kategoriene."
"Could not write file %s (%s)","Kunne ikke lagre filen %s (%s)"
"Sorry, you can not edit this post.","Beklager, du har ikke lov til å redigere dette innlegget."
"Sorry, you cannot publish this post.","Beklager, du kan ikke publisere dette innlegget."
"Is there no link to us?","Er det ingen lenke til oss?"
"The specified target URL cannot be used as a target. It either doesn&#8217;t exist, or it is not a pingback-enabled resource.","Spesifisert mål-URL kan ikke brukes som mål. Enten eksisterer det ikke, eller så er det ikke en plass med mulighet for tilbakeping."
"The source URL and the target URL cannot both point to the same resource.","Kilde URL og mål URL kan ikke begge peke til samme plass."
"The pingback has already been registered.","Tilbakeping har allerede blitt registrert."
"The source URL does not exist.","Kilde URL finnes ikke."
"We cannot find a title on that page.","Vi kan ikke finne en tittel på den siden."
"The source URL does not contain a link to the target URL, and so cannot be used as a source.","Kilde URL inneholder ikke en lenke til mål URL, og kan ikke brukes som kilde."
"Pingback from %s to %s registered. Keep the web talking! :-)","Tilbakeping fra %s til %s registrert. La webben snakke! :-)"
"The specified target URL does not exist.","Spesifisert mål URL finnes ikke."
"%s Comments","%s kommentarer"
"No Comments","Ingen kommentarer"
"1 Comment","1 kommentar"
"Comment","Kommentar"
"Trackback","Tilbakesporing"
"Pingback","Tilbakeping"
"Use <code>get_trackback_url()</code> instead if you do not want the value echoed.","Bruk <code>get_trackback_url()</code> i stedet hvis du ikke vil at verdien skal bli 'echoed'."
"Comments Off","Kommentarer av"
"Enter your password to view comments.","Skriv inn passordet ditt for å se kommentarer."
"Comment on %s","Kommenter %s"
"Reply","Svar"
"Log in to Reply","Logg inn for å svare"
"Leave a Comment","Legg igjen en kommentar"
"Log in to leave a Comment","Logg inn for å legge igjen en kommentar"
"Click here to cancel reply.","Klikk her for å avbryte svar."
"Leave a Reply","Legg igjen en kommentar"
"Leave a Reply to %s","Legg igjen en kommentar til %s"
"<cite class=\"fn\">%s</cite> <span class=\"says\">says:</span>","<cite class=\"fn\">%s</cite> <span class=\"says\">sier:</span>"
"Your comment is awaiting moderation.","Din kommentar avventer moderasjon."
"%s at %s","%s, kl. %s"
"(Edit)","(Rediger)"
"Email","E-post"
"Website","Nettsted"
"Required fields are marked %s","Obligatoriske felt er merket med %s"
"You must be <a href=\"%s\">logged in</a> to post a comment.","Du må være <a href=\"%s\">innlogget</a> for å kunne kommentere."
"Logged in as <a href=\"%s\">%s</a>. <a href=\"%s\" title=\"Log out of this account\">Log out?</a>","Logget inn som <a href=\"%s\">%s</a>. <a href=\"%s\" title=\"Logg ut av denne kontoen\">Logg ut?</a>"
"Your email address will not be published.","Din e-postadresse vil ikke bli publisert."
"You may use these <abbr title=\"HyperText Markup Language\">HTML</abbr> tags and attributes: %s","Du kan bruke disse <abbr title=\"HyperText Markup Language\">HTML</abbr>-kodene og -egenskapene: %s"
"Cancel reply","Avbryt svar"
"Post Comment","Publiser kommentar"
"Unapproved","Ikke godkjent"
"Approved","Godkjente"
"Duplicate comment detected; it looks as though you&#8217;ve already said that!","To like kommentarer. Det ser ut som om du allerede har sagt dette!"
"You are posting comments too quickly. Slow down.","Du kommenterer for fort. Ta det kuli..."
"Could not update comment status","Kunne ikke oppdatere kommentarstatus"
"This argument has changed to an array to match the behavior of the other cron functions.","Dette argumentet har blitt endret til en vektor for å stemme overens med andre cron-funksjoner."
"Once Hourly","En gang i timen"
"Twice Daily","To ganger daglig"
"Once Daily","En gang daglig"
"Your site&#8217;s WordPress Pages","Ditt nettsted sine WordPress-sider"
"Sort by:","Sorter etter:"
"Page title","Sidetittel"
"Page order","Siderekkefølge"
"Page ID","Side ID"
"Exclude:","Ekskluder:"
"Page IDs, separated by commas.","Side ID-er, skilt med komma."
"Your blogroll","Din bloggrull"
"Links","Lenker"
"Select Link Category:","Velg lenkekategori."
"All Links","Alle lenker"
"Link title","Lenketittel"
"Link rating","Lenkevurdering"
"Link ID","Lenke-ID"
"Random","Tilfeldig"
"Show Link Image","Vis lenkebilde"
"Show Link Name","Vis lenkenavn"
"Show Link Description","Vis lenkebeskrivelse"
"Show Link Rating","Vis lenkevurdering"
"Number of links to show:","Antall lenker som vises:"
"A search form for your site","Et søkefelt for nettstedet ditt"
"A monthly archive of your site&#8217;s posts","Et månedlig arkiv for innlegg på nettstedet ditt"
"Archives","Arkiv"
"Select Month","Velg måned"
"Display as dropdown","Vis som nedtrekksmeny"
"Show post counts","Vis antall innlegg"
"Log in/out, admin, feed and WordPress links","Logg inn/ut, administrasjon, RSS- og WordPress-lenker"
"Syndicate this site using RSS 2.0","Abonner på nettstedet med RSS 2.0"
"Entries <abbr title=\"Really Simple Syndication\">RSS</abbr>","Innlegg <abbr title=\"Really Simple Syndication\">RSS</abbr>"
"The latest comments to all posts in RSS","De siste kommentarene til alle innlegg på RSS"
"Comments <abbr title=\"Really Simple Syndication\">RSS</abbr>","Kommentarer <abbr lang=\"en\" xml:lang=\"en\" title=\"Really Simple Syndication\">RSS</abbr>"
"Powered by WordPress, state-of-the-art semantic personal publishing platform.","Drives med WordPress, toppmoderne personlig publiseringsverktøy."
"A calendar of your site&#8217;s posts","En kalender med innlegg på nettstedet ditt"
"Calendar","Kalender"
"Arbitrary text or HTML","Vilkårlig tekst eller HTML"
"Automatically add paragraphs","Legg til avsnitt automatisk"
"A list or dropdown of categories","En liste eller meny av kategorier"
"Select Category","Velg kategori"
"Show hierarchy","Vis hierarki"
"The most recent posts on your site","De siste innleggene på nettstedet ditt"
"Recent Posts","Siste innlegg"
"Number of posts to show:","Antall innlegg å vise:"
"Display post date?","Vis innleggsdato?"
"The most recent comments","De nyeste kommentarene"
"Recent Comments","Siste kommentarer"
"%s on %s","%s til %s"
"Number of comments to show:","Antall kommentarer å vise:"
"Entries from any RSS or Atom feed","Innlegg fra en Atom- eller RSS-strøm"
"Unknown Feed","Ukjent strøm"
"Syndicate this content","Abonner på RSS-strøm"
"<strong>RSS Error</strong>: %s","<strong>RSS-feil</strong>: %s"
"An error has occurred, which probably means the feed is down. Try again later.","En feil oppstod, som antagelig betyr at strømmen er nede. Prøv igjen senere."
"Untitled","Uten tittel"
"RSS Error: %s","RSS-feil : %s"
"Enter the RSS feed URL here:","Skriv inn RSS-strøm-URL her:"
"Give the feed a title (optional):","Gi strømmen en tittel (valgfritt):"
"How many items would you like to display?","Hvor mange elementer vil du vise?"
"Display item content?","Vis elementets innhold?"
"Display item author if available?","Vis elementets forfatter hvis tilgjengelig?"
"Display item date?","Vis elementets dato?"
"Your most used tags in cloud format","Dine mest brukte stikkord i skyformat"
"Tag Cloud","Stikkordsky"
"Taxonomy:","Klassifisering:"
"Use this widget to add one of your custom menus as a widget.","Bruk denne widgeten for å legge til en av dine navigasjonsmenyer som en widget."
"Custom Menu","Egendefinert meny"
"No menus have been created yet. <a href=\"%s\">Create some</a>.","Ingen menyer har blitt laget ennå. <a href=\"%s\">Lag noen</a>"
"Select Menu:","Velg meny:"
"new WordPress Loop","ny WordPress-løkke"
"None","Ingen"
"Last updated","Sist oppdatert"
"Missing Attachment","Mangler vedlegg"
"First Post","Første innlegg"
"Last Post","Siste innlegg"
"Are you sure you want to do this?","Sikker på at det er dette du vil?"
"File &#8220;%s&#8221; doesn&#8217;t exist?","Filen &laquo;%s&raquo; finnes ikke?"
"The GD image library is not installed.","Bildebilioteket GD er ikke installert."
"File &#8220;%s&#8221; is not an image.","Filen &laquo;%s&raquo; er ikke et bilde."
"Comments on %s","Kommentarer til %s"
"Comments for %s searching on %s","Kommentarer til %s søk på %s"
"Comments for %s","Kommentarer til %s"
"Comment on %s by %s","Kommentar til %s av %s"
"By: %s","Av: %s"
"Comments on: %s","Kommentarer til: %s"
"Protected Comments: Please enter your password to view comments.","Beskyttede kommentarer. Vennligst skriv inn passordet ditt for å se kommentarene."
"&#8220;","&laquo;"
"&#8221;","&raquo;"
"%s min","%s minutt"
"%s mins","%s minutter"
"%s hour","%s time"
"%s hours","%s timer"
"%s day","%s dag"
"%s days","%s dager"
"The email address entered did not appear to be a valid email address. Please enter a valid email address.","E-postadressen som du skrev inn virker ikke å være en gyldig adresse. Vennligst skriv inn en gyldig e-postadresse."
"The WordPress address you entered did not appear to be a valid URL. Please enter a valid URL.","WordPress-adressen som du skrev inn virker ikke å være en gyldig URL. Vennligst skriv inn en gyldig URL."
"The Site address you entered did not appear to be a valid URL. Please enter a valid URL.","Nettstedsadressen du skrev inn virker ikke å være en gyldig URL. Vennligst skriv inn en gyldig URL."
"The timezone you have entered is not valid. Please select a valid timezone.","Tidssonen du har skrevet inn er ikke gyldig. Vennligst velg en gyldig tidssone."
", and"," og "
"and"," og "
"ERROR: %s is not a valid feed template.","FEIL: %s er ikke en gyldig mal Atom- eller RSS-strømmer."
