"New password","Nova senha"
"If the root directory of your site were <a href=\"http://codex.wordpress.org/Changing_File_Permissions\">writable</a>, we could do this automatically, but it isn&#8217;t so this is the url rewrite rule you should have in your <code>web.config</code> file. Create a new file, called <code>web.config</code> in the root directory of your site. Click in the field and press <kbd>CTRL + a</kbd> to select all. Then insert this code into the <code>web.config</code> file.","Se o diretório raiz de seu site possuísse <a href=\"http://codex.wordpress.org/pt-br:Mudando_Permissões_de_Arquivos\">permissão de escrita</a>, poderíamos fazer isto automaticamente. Como não possui, aqui estão as regras que devem estar presentes no arquivo <code>web.config</code>. Crie um novo arquivo chamado <code>web.config</code>no diretório raiz de seu site. Clique dentro do campo e pressione <kbd>CTRL + a</kbd> para selecionar tudo. Em seguida insira esse código no arquivo <code>web.config</code>."
"If you temporarily make your site&#8217;s root directory writable for us to generate the <code>web.config</code> file automatically, do not forget to revert the permissions after the file has been created.","Se você temporariamente cedeu permissão de escrita para o diretório raiz de seu site para que o arquivo <code>web.config</code> seja gerado automaticamente, não se esqueça de revertê-la depois que o arquivo for criado."
"If your <code>.htaccess</code> file were <a href=\"http://codex.wordpress.org/Changing_File_Permissions\">writable</a>, we could do this automatically, but it isn&#8217;t so these are the mod_rewrite rules you should have in your <code>.htaccess</code> file. Click in the field and press <kbd>CTRL + a</kbd> to select all.","Se o seu arquivo <code>.htaccess</code> possuísse <a href=\"http://codex.wordpress.org/pt-br:Mudando_Permissões_de_Arquivos\">permissão de escrita</a>, poderíamos fazer isto automaticamente. Como não possui, aqui estão as regras de mod_rewrite que devem estar presentes no arquivo <code>.htaccess</code>. Clique dentro do box e pressione <kbd>CTRL + a</kbd> para selecionar tudo."
"Reading Settings","Configurações de Leitura"
"The <a href=\"http://codex.wordpress.org/Glossary#Character_set\">character encoding</a> of your site (UTF-8 is recommended)","A <a href=\"http://codex.wordpress.org/Glossary#Character_set\">codificação de carateres</a> de seu site (UTF-8 é recomendada)"
"This screen contains the settings that affect the display of your content.","Esta tela contém as configurações que afetam a exibição de seu conteúdo."
"You can choose what&#8217;s displayed on the front page of your site. It can be posts in reverse chronological order (classic blog), or a fixed/static page. To set a static home page, you first need to create two <a href=\"%s\">Pages</a>. One will become the front page, and the other will be where your posts are displayed.","Você pode escolher o que será mostrado na página principal de seu site. Podem ser posts em ordem cronológica invertida (blog clássico), ou uma página fixa/estática. Para configurar uma página estática, primeiro você precisa criar duas <a href=\"%s\">páginas</a>. Uma será a página principal e a outra será aquela onde seus posts serão exibidos."
"You can also control the display of your content in RSS feeds, including the maximum numbers of posts to display and whether to show full text or a summary.","Você também pode controlar a exibição de seu conteúdo nos feeds RSS, incluindo o número máximo de posts a exibir e se deve ser exibido o texto completo ou apenas o resumo."
"Site Visibility","Visibilidade do site"
"Search Engine Visibility","Visibilidade nos mecanismos de busca"
"You can choose whether or not your site will be crawled by robots, ping services, and spiders. If you want those services to ignore your site, click the checkbox next to &#8220;Discourage search engines from indexing this site&#8221; and click the Save Changes button at the bottom of the screen. Note that your privacy is not complete; your site is still visible on the web.","Você pode escolher se o seu site será varrido por robots, serviços de ping, e spiders. Se você quiser que estes serviços ignorem seu site, clique na caixa de seleção próximo a &#8220;Evitar que mecanismos de busca indexem este site&#8221; e clique em Salvar alterações na parte inferior da tela."
"When this setting is in effect, a reminder is shown in the Right Now box of the Dashboard that says, &#8220;Search Engines Discouraged,&#8221; to remind you that your site is not being crawled.","Quando esta configuração estiver ativa, uma notificação é exibida na caixa Agora do painel com a mensagem &#8220;Mecanismos de busca evitados,&#8221; para lembrá-lo que o seu site não está sendo indexado."
"<a href=\"http://codex.wordpress.org/Settings_Reading_Screen\" target=\"_blank\">Documentation on Reading Settings</a>","<a href=\"http://codex.wordpress.org/pt-br:Painel_Leitura\" target=\"_blank\">Documentação sobre Configurações de Leitura</a>"
"Encoding for pages and feeds","Codificação para páginas e feeds"
"A <a href=\"%s\">static page</a> (select below)","Uma <a href=\"%s\">página estática</a> (selecionar abaixo)"
"Front page: %s","Página inicial: %s"
"Posts page: %s","Página de posts: %s"
"<strong>Warning:</strong> these pages should not be the same!","<strong>Atenção:</strong> estas páginas não deverão ser a mesma!"
"Blog pages show at most","As páginas do blog mostram no máximo"
"Syndication feeds show the most recent","Os feeds RSS mostram os últimos"
"items","itens"
"For each article in a feed, show","Para cada post em um feed, mostrar"
"Full text","Texto completo"
"Summary","Resumo"
"Allow search engines to index this site","Permitir que mecanismos de busca indexem este site"
"Discourage search engines from indexing this site","Evitar que mecanismos de busca indexem este site"
"Note: Neither of these options blocks access to your site &mdash; it is up to search engines to honor your request.","Nota: Nenhuma destas opções bloqueia o acesso ao seu site - cabe aos buscadores honrar o seu pedido."
"It is up to search engines to honor this request.","Cabe aos mecanismos de busca atender esta solicitação."
"Writing Settings","Configurações de escrita"
"You can submit content in several different ways; this screen holds the settings for all of them. The top section controls the editor within the dashboard, while the rest control external publishing methods. For more information on any of these methods, use the documentation links.","Você pode enviar conteúdo de várias maneiras diferentes; esta tela tem as configurações para todas elas. A seção superior controla o editor dentro do painel, enquanto o resto controla métodos de publicação externos. Para mais informações sobre qualquer um desses métodos, use os links para a documentação."
"Press This is a bookmarklet that makes it easy to blog about something you come across on the web. You can use it to just grab a link, or to post an excerpt. Press This will even allow you to choose from images included on the page and use them in your post. Just drag the Press This link on this screen to your bookmarks bar in your browser, and you&#8217;ll be on your way to easier content creation. Clicking on it while on another website opens a popup window with all these options.","O Publica Isso é um bookmarklet que facilita blogar sobre qualquer assunto com o qual você se deparar na web. Você pode usá-lo somente para copiar um link ou para publicar um resumo. O Publique Isso permite até que escolha imagens incluídas na página e as use em seu post. Apenas arraste o link Publique Isso desta tela para a barra de ferramentas de seu navegador e você está pronto para criar conteúdos ainda mais facilmente. Ao clicar nele, quando estiver em outro site, uma popup com todas essas opções se abrirá."
"Post Via Email","Publicar por Email"
"Post via email settings allow you to send your WordPress install an email with the content of your post. You must set up a secret e-mail account with POP3 access to use this, and any mail received at this address will be posted, so it&#8217;s a good idea to keep this address very secret.","As configurações de Publicar por Email permite enviar um email para sua instalação WordPress com o conteúdo de seu post. Você deve criar uma conta de email secreta com acesso POP3 para usar isto, assim qualquer email recebido neste endereço será publicado, é uma boa ideia manter este endereço em segredo."
"Update Services","Serviços de Atualização"
"If desired, WordPress will automatically alert various services of your new posts.","Se desejar, o WordPress alertará automaticamente os vários serviços dos seus novos posts."
"<a href=\"http://codex.wordpress.org/Settings_Writing_Screen\" target=\"_blank\">Documentation on Writing Settings</a>","<a href=\"http://codex.wordpress.org/pt-br:Painel_Escrita\" target=\"_blank\">Documentação sobre Opções de Escrita</a>"
"Formatting","Formatação"
"Convert emoticons like <code>:-)</code> and <code>:-P</code> to graphics on display","Converter emoticons como <code>:-)</code> e <code>:-P</code> em imagens"
"WordPress should correct invalidly nested XHTML automatically","O WordPress deve corrigir automaticamente XHTML aninhado de forma inválida"
"Default Post Category","Categoria padrão de post"
"Default Post Format","Formato padrão de Post"
"Default Link Category","Categoria padrão de link"
"Press This is a bookmarklet: a little app that runs in your browser and lets you grab bits of the web.","O Publique Isso é um bookmarklet: um pequeno sistema que roda em seu navegador e permite que você pegue partes da web."
"Use Press This to clip text, images and videos from any web page. Then edit and add more straight from Press This before you save or publish it in a post on your site.","Use o Publique isso para copiar textos, imagens e vídeos de qualquer página da web. Em seguida edite e adicione mais direto do Publique isso antes de salvar ou publicá-los em um post de seu site."
"Drag-and-drop the following link to your bookmarks bar or right click it and add it to your favorites for a posting shortcut.","Arraste e solte o link abaixo para sua barra de favoritos ou clique com o botão direito e o adicione aos seus favoritos. Isso criará um atalho para você escrever posts fora do admin do WordPress."
"If your bookmarks toolbar is hidden: copy the code below, open your Bookmarks manager, create new bookmark, type Press This into the name field and paste the code into the URL field.","Se a sua barra de favoritos está oculta: copie o código abaixo, abra o gerenciador de bookmarks, crie um novo marcador, digite Publica Isso no campo Nome e cole o código no campo URL."
"Post via e-mail","Publicar via email"
"To post to WordPress by e-mail you must set up a secret e-mail account with POP3 access. Any mail received at this address will be posted, so it&#8217;s a good idea to keep this address very secret. Here are three random strings you could use: <kbd>%s</kbd>, <kbd>%s</kbd>, <kbd>%s</kbd>.","Para publicar no WordPress via email, você deve configurar uma conta POP3 secreta. Todas as mensagens recebidas neste endereço serão publicadas, é aconselhável manter este endereço bem guardado. Sugerimos três seqüências aleatórias que você poderia usar como nome de sua conta: <kbd>%s</kbd>, <kbd>%s</kbd>, <kbd>%s</kbd>."
"Mail Server","Servidor de Email"
"Port","Porta"
"Login Name","Nome do Usuário"
"Default Mail Category","Categoria de Email Padrão"
"When you publish a new post, WordPress automatically notifies the following site update services. For more about this, see <a href=\"http://codex.wordpress.org/Update_Services\">Update Services</a> on the Codex. Separate multiple service <abbr title=\"Universal Resource Locator\">URL</abbr>s with line breaks.","Quando você publica um novo post, o WordPress notifica automaticamente os seguintes serviços de atualização de site. Para mais informações, consulte <a href=\"http://codex.wordpress.org/Update_Services\">Update Services</a> no Codex. Separe várias <abbr title=\"Universal Resource Locator\">URL</abbr>s de serviços com quebra de linha."
