"New password","Nuova password"
"In the editing area the Tab key enters a tab character. To move below this area by pressing Tab, press the Esc key followed by the Tab key.","Nell'area di scrittura il tasto Tab inserisce un carattere di tabulazione. Per muoversi fuori da questa area premendo Tab premi il tasto Esc seguito dal tasto Tab."
"If you want to make changes but don&#8217;t want them to be overwritten when the plugin is updated, you may be ready to think about writing your own plugin. For information on how to edit plugins, write your own from scratch, or just better understand their anatomy, check out the links below.","Se è necessario effettuare delle modifiche ma non si desidera che siano sovrascritte quando il plugin verrà aggiornato, è probabile sia necessario scrivere il proprio plugin. Per informazioni sulla modifica di un plugin o sulla scrittura da zero di un plugin, controllare il link seguente."
"Any edits to files from this screen will be reflected on all sites in the network.","Ogni modifica ai file di questa schermata verrà applicata su tutti i siti di questa rete."
"<a href=\"http://codex.wordpress.org/Plugins_Editor_Screen\" target=\"_blank\">Documentation on Editing Plugins</a>","<a href=\"http://codex.wordpress.org/Plugins_Editor_Screen\" target=\"_blank\">Documentazione sulla Modifica dei plugin</a> (in inglese)"
"<a href=\"http://codex.wordpress.org/Writing_a_Plugin\" target=\"_blank\">Documentation on Writing Plugins</a>","<a href=\"http://codex.wordpress.org/Writing_a_Plugin\" target=\"_blank\">Documentazione sulla Scrittura dei plugin</a> (in inglese)"
"Function Name&hellip;","Nome funzione&hellip;"
"File edited successfully.","File modificato con successo."
"This plugin has been deactivated because your changes resulted in a <strong>fatal error</strong>.","Il plugin è stato disattivato perché le modifiche apportate hanno generato un <strong>errore fatale</strong>."
"Editing <strong>%s</strong> (active)","Modificando <strong>%s</strong> (attivo)"
"Browsing <strong>%s</strong> (active)","Scorrendo <strong>%s</strong> (attivo)"
"Editing <strong>%s</strong> (inactive)","Modificando <strong>%s</strong> (inattivo)"
"Browsing <strong>%s</strong> (inactive)","Scorrendo <strong>%s</strong> (inattivo)"
"Select plugin to edit:","Selezionare il plugin da modificare:"
"Plugin Files","File di plugin"
"Documentation:","Documentazione:"
"Lookup","Cerca"
"<strong>Warning:</strong> Making changes to active plugins is not recommended. If your changes cause a fatal error, the plugin will be automatically deactivated.","<strong>Attenzione:</strong> Effettuare delle modifiche su plugin attivi non è mai consigliabile. Se le modifiche dovessero causare un errore fatale, il plugin verrebbe automaticamente disattivato."
"Update File and Attempt to Reactivate","Aggiorna file e Prova a riattivare"
"Update File","Aggiorna file"
"You need to make this file writable before you can save your changes. See <a href=\"http://codex.wordpress.org/Changing_File_Permissions\">the Codex</a> for more information.","Occorre rendere questo file scrivibile prima di poter salvare i cambiamenti apportati. Si veda <a href=\"http://codex.wordpress.org/Changing_File_Permissions\">il Codex</a> per maggiori informazioni."
"You do not have sufficient permissions to install plugins on this site.","Non si dispone di permessi sufficienti per installare plugin su questo sito."
"Install Plugins","Installa Plugin"
"Plugins hook into WordPress to extend its functionality with custom features. Plugins are developed independently from the core WordPress application by thousands of developers all over the world. All plugins in the official <a href=\"%s\" target=\"_blank\">WordPress.org Plugin Directory</a> are compatible with the license WordPress uses. You can find new plugins to install by searching or browsing the Directory right here in your own Plugins section.","I plugin si agganciano a WordPress per estenderne le possibilità tramite funzioni personalizzate. I plugin vengono sviluppati indipendentemente dall'applicazione WordPress da migliaia di sviluppatori in tutto il mondo. Tutti i plugin presenti nella <a href=\"%s\" target=\"_blank\">Directory dei Plugin di WordPress.org</a> ufficiale sono compatibili con la licenza utilizzata da WordPress . &Egrave; possibile trovare nuovi plugin da installare tramite ricerca o scorrendo la Directory direttamente da qui nella sezione Plugin."
"Adding Plugins","Aggiungere Plugin"
"If you know what you&#8217;re looking for, Search is your best bet. The Search screen has options to search the WordPress.org Plugin Directory for a particular Term, Author, or Tag. You can also search the directory by selecting popular tags. Tags in larger type mean more plugins have been labeled with that tag.","Se sai cosa stai cercando la Ricerca è allora la miglior soluzione. La schermata di ricerca ha una opzione per ricercare la Directory dei Plugin di WordPress.org in base ad uno specifico termine, autore e tag. Puoi anche cercare la directory ricercando i tag più popolari. I tag più popolari in linea di massima indicano che più plugin sono stati contrassegnati con essi."
"If you just want to get an idea of what&#8217;s available, you can browse Featured, Popular, and Newest plugins by using the links in the upper left of the screen. These sections rotate regularly.","Se desideri avere un'idea di ciò che è disponibile puoi navigare fra i plugin In evidenza, Popolari e Nuovi tramite i link in alto a sinistra in questa schermata. Queste selezioni si aggiornano regolarmente."
"You can also browse a user&#8217;s favorite plugins, by using the Favorites link in the upper left of the screen and entering their WordPress.org username.","Puoi anche cercare i plugin preferiti di un utente utilizzando il link Preferiti in alto a sinistra dello schermo ed immettendo il nome utente che ha su WordPress.org."
"If you want to install a plugin that you&#8217;ve downloaded elsewhere, click the Upload link in the upper left. You will be prompted to upload the .zip package, and once uploaded, you can activate the new plugin.","Se vuoi installare un plugin che hai scaricato da qualche parte fai clic sul link Carica in alto a sinistra. Ti verrà richiesto di caricare il pacchetto .zip ed una volta caricato potrai attivare il nuovo plugin."
"<a href=\"http://codex.wordpress.org/Plugins_Add_New_Screen\" target=\"_blank\">Documentation on Installing Plugins</a>","<a href=\"http://codex.wordpress.org/Plugins_Add_New_Screen\" target=\"_blank\">Documentazione sull'Installazione di plugin</a> (in inglese)"
"You do not have sufficient permissions to manage plugins for this site.","Non si dispone di permessi sufficienti per gestire i plugin di questo sito."
"You do not have sufficient permissions to activate plugins for this site.","Non si dispone di permessi sufficienti per attivare plugin per questo sito."
"Update Plugins","Aggiornamento plugin"
"You do not have sufficient permissions to deactivate plugins for this site.","Non si dispone di permessi sufficienti per disattivare plugin per questo sito."
"You do not have sufficient permissions to delete plugins for this site.","Non disponi di permessi sufficienti per eliminare i plugin di questo sito."
"Delete Plugin","Cancella plugin"
"Delete Plugins","Cancella plugin"
"This plugin may be active on other sites in the network.","Questo plugin può essere attivo su altri siti del network."
"These plugins may be active on other sites in the network.","Questi plugin possono essere attivi su altri siti del network."
"You are about to remove the following plugin:","Si sta per rimuovere il seguente plugin:"
"You are about to remove the following plugins:","Si sta per rimuovere i seguenti plugin:"
"<strong>%s</strong> by <em>%s</em> (will also <strong>delete its data</strong>)","<strong>%s</strong> di <em>%s</em> (verranno <strong>cancellati anche i dati relativi</strong>)"
"<strong>%s</strong> by <em>%s</em>","<strong>%s</strong> di <em>%s</em>"
"Are you sure you wish to delete these files and data?","Sei sicuro di voler eliminare questi file e dati?"
"Are you sure you wish to delete these files?","Procedere con l'eliminazione di questi file?"
"Yes, Delete these files and data","Si, elimina questi file e questi dati"
"Yes, Delete these files","Si, elimina questi file"
"No, Return me to the plugin list","No, torna all'elenco dei plugin"
"Click to view entire list of files which will be deleted","Fai clic per visualizzare l'elenco completo dei file che verranno eliminati"
"Plugins extend and expand the functionality of WordPress. Once a plugin is installed, you may activate it or deactivate it here.","I plugin estendono le funzionalità di WordPress. Dopo aver installato un plugin, è possibile attivarlo e/o disattivarlo da questa pagina."
"You can find additional plugins for your site by using the <a href=\"%s\">Plugin Browser/Installer</a> functionality or by browsing the <a href=\"%s\" target=\"_blank\">WordPress Plugin Directory</a> directly and installing new plugins manually. To manually install a plugin you generally just need to upload the plugin file into your <code>/wp-content/plugins</code> directory. Once a plugin has been installed, you can activate it here.","&Egrave; possibile trovare ulteriori plugin per il proprio sito utilizzando la nuova funzionalità di <a href=\"%s\">Ricerca/Installazione plugin</a> oppure cercando direttamente nella <a href=\"http://wordpress.org/extend/plugins/\">WordPress Plugin Directory</a> ed installandoli manualmente. Per installare <em>manualmente</em> un plugin solitamente è sufficiente caricare i file del plugin nella directory <code>%s</code>. Una volta che un plugin è stato installato si deve attivarlo da qui."
"Troubleshooting","Guida alla risoluzione dei problemi"
"Most of the time, plugins play nicely with the core of WordPress and with other plugins. Sometimes, though, a plugin&#8217;s code will get in the way of another plugin, causing compatibility issues. If your site starts doing strange things, this may be the problem. Try deactivating all your plugins and re-activating them in various combinations until you isolate which one(s) caused the issue.","Quasi sempre i plugin funzionano bene con WordPress e gli altri plugin. Alcune volte, tuttavia, il codice di un plugin interferisce con quello di un altro plugin, causando problemi di compatibilità. Se il sito si comporta in maniera strana, il problema potrebbe essere dovuto a queste incompatibilità. Provare a disattivare tutti i plugin e riattivarli in varie combinazioni sino a quando non si riuscirà ad isolare quello/i che da/danno problemi. "
