"New password","Nytt passord"
"Network Admin: %s","Nettverksstyrar: %s"
"Global Dashboard: %s","Hovudstyringspanel: %s"
"Visit Site","Gå til sida"
"Edit Site","Endra nettstaden"
"Dashboard","Styringspanel"
"My Sites","Nettstadene mine"
"Network Admin","Netverksstyrar"
"Sites","Nettstader"
"Users","Brukarar"
"Visit Network","Gå til nettverket"
"New Post","Nytt innlegg"
"Manage Comments","Handter innspel"
"Shortlink","Kortlenkje"
"User","Brukar"
"%s comment awaiting moderation","%s innspel ventar på godkjenning"
"%s comments awaiting moderation","%s innspel ventar på godkjenning"
"Themes","Bunader"
"Customize","Set opp"
"Widgets","Småprogram"
"Menus","Menyar"
"Background","Bakgrunn"
"Header","Toppfelt"
"XML error: %s at line %d","XML-feil: %s på line %d"
"Use <code>get_the_author()</code> instead if you do not want the value echoed.","Bruk <code>get_the_author()</code>  i staden viss du ikkje vil ha spegla verdien."
"Visit %s&#8217;s website","Gå til nettsida åt %s"
"Posts by %s","Innlegg av %s"
"Last updated: %s","Sist oppdatert: %s"
"Bookmarks","Bokmerke"
"Use <code>WP_User->ID</code> instead.","Bruk <code>WP_brukar->ID</code> i staden."
"Usage of user levels by plugins and themes is deprecated. Use roles and capabilities instead.","Å bruka innstikk og bunader til å styra brukarroller er utdatert. Bruk roller og rettar i staden."
"View all posts in %s","Vis alle innlegg i %s"
"Uncategorized","Ymse"
"No categories","Ingen kategoriar"
"%s topic","%s emne"
"%s topics","%s emne"
"View all posts filed under %s","Vis alle innlegg arkivert under %s"
"Feed for all posts filed under %s","Nyhendestraum for alle innlegg arkivert under %s"
"Tags:","Merkelapp: "
"A valid URL was not provided.","Oppgav ikkje ei gyldig adresse."
"User has blocked requests through HTTP.","Brukaren har stengt av for førespurnader gjennom HTTP."
"Destination directory for file streaming does not exist or is not writable.","Målmappa for filstrøyming finst ikkje, eller er ikkje skrivbar."
"There are no HTTP transports available which can complete the requested request.","Det finst ingen HTTP-transportar som kan fullføra førespurnaden."
"Could not open handle for fopen() to %s","Kunne ikkje opne peiker for fopen() til %s"
"Too many redirects.","For mange vidaresendingar."
"Malformed URL: %s","Feilformatert URL: %s"
"No server specified","Ingen tenar er oppgjeven"
"no login ID submitted","ingen login-ID oppgjeven"
"connection not established","tilkoblinga er ikkje oppretta"
"No password submitted","Ingen passord oppgjeven"
"Authentication failed","Autentisering feila"
"No connection to server","Ingen tilkobling til tenaren"
"No login ID submitted","Ingen Brukar-ID oppgjeven"
"abort","avbryt"
"apop authentication failed","apop-autentisering feila"
"Premature end of list","Lista vart avslutta for tidleg"
"Empty command string","Tom kommandostreng"
"connection does not exist","tilkoblinga finst ikkje"
"No msg number submitted","Meldingsnummer ikkje oppgjeven"
"Command failed","Kommandoen feila "
"The menu ID should not be empty.","Meny-IDen kan ikkje vera tom."
"Skip to toolbar","Gå til verktøylinja"
"Top navigation toolbar.","Navigasjonslinje på toppen."
"&mdash; Select &mdash;","&mdash; Vel &mdash;"
"Default","Standardval"
"Hex Value","Heksadesimal verdi"
"Upload","Last opp"
"Remove","Fjern"
"No Image","Ikkje noko bilete"
"Upload New","Last opp nytt"
"Uploaded","Lasta opp"
"Remove Image","Fjern biletet"
"The web browser on your device cannot be used to upload files. You may be able to use the <a href=\"http://wordpress.org/extend/mobile/\">native app for your device</a> instead.","Du kan ikkje bruka nettlesaren din til å lasta opp filer. Det kan hende du kan bruka <a href=\"http://wordpress.org/extend/mobile/\">WordPress som er laga for eininga di</a> i staden."
"Drop a file here or <a href=\"#\" class=\"upload\">select a file</a>.","Slepp ei fil her, eller <a href=\"#\" class=\"upload\">vel ei fil</a>."
"Select File","Vel ei fil"
"Background Image","Bakgrunnsbilete"
"Header Image","Toppbilete"
"Random Default Image","Tilfeldig standardbilete"
"Random Uploaded Image","Tilfeldig opplasta bilete"
"Site Title & Tagline","Tittel og slagord for nettstaden"
"Site Title","Tittel på nettstaden"
"Tagline","Slagord"
"Colors","Farger"
"Display Header Text","Vis overskriftstekst"
"Header Text Color","Farge på overskrifta"
"Background Color","Bakgrunnsfarge"
"Background Repeat","Repeter bakgrunnen"
"No Repeat","Ikkje gjenta"
"Tile","Flislagt"
"Tile Horizontally","Flislagt vassrett"
"Tile Vertically","Flislagt loddrett"
"Background Position","Bakgrunnsplassering"
"Left","Venstre"
"Center","Midtstilt"
"Right","Høgre"
"Background Attachment","Bakgrunnsvedlegg"
"Fixed","Festa"
"Scroll","Rull"
"Navigation","Navigering"
"Your theme supports %s menu. Select which menu you would like to use.","Bunaden din støttar %s meny. Vel kva meny du vil bruka."
"Your theme supports %s menus. Select which menu appears in each location.","Bunaden din støttar %s menyar. Vel kva meny du vil bruka på kvar plassering."
"You can edit your menu content on the Menus screen in the Appearance section.","Du kan endra menyinnhaldet på sida Menyar under avdelinga Utsjånad."
"Static Front Page","Fast framside"
"Your theme supports a static front page."," Bunaden din støttar fast framside."
"Front page displays","Framsidevisingar"
"Your latest posts","Dei siste innlegga dine"
"A static page","Ei statisk side"
"Front page","Framside"
"Posts page","Innleggsside"
"Text","Tekst"
"Visual","Riktekst"
"English=en,Danish=da,Dutch=nl,Finnish=fi,French=fr,German=de,Italian=it,Polish=pl,Portuguese=pt,Spanish=es,Swedish=sv","Nynorsk=nn,Bokmål=nb,Engelsk=en,Dansk=da,Nederlandsk=nl,Finsk=fi,Fransk=fr,Tysk=de,Italiensk=it,Polsk=pl,Portugisisk=pt,Spansk=es,Svensk=sv"
"Update","Oppdater"
"Save","Lagre"
"Exit fullscreen","Gå ut or fullskjerm"
"Bold (Ctrl + B)","Halvfeit (Ctrl + B)"
"Italic (Ctrl + I)","Kursiv (Ctrl + I)"
"Unordered list (Alt + Shift + U)","Uordna liste (Alt + Shift + U)"
"Ordered list (Alt + Shift + O)","Ordna liste (Alt + Shift + O)"
"Blockquote (Alt + Shift + Q)","Blokksitat (Alt + Shift + Q)"
"Insert/edit image (Alt + Shift + M)","Set inn/endra bilete (Alt + Shift + M)"
"Insert/edit link (Alt + Shift + A)","Set inn/rediger lenkje (Alt + Shift + A)"
"Unlink (Alt + Shift + S)","Fjern lenkja (Alt + Shift + S)"
"Help (Alt + Shift + H)","Hjelp (Alt + Shift + H)"
"Updated.","Oppdatert."
"Saved.","Lagra."
"Enter title here","Skriv inn tittelen her"
"Word count: %s","Ordteljing: %s"
"Just write.","Berre skriv."
"Y/m/d","d.m.Y"
"Enter the destination URL","Skriv inn måladressa"
"Title","Tittel"
"Open link in a new window/tab","Opna lenkja i eit nytt vindauge/fane"
"Or link to existing content","Eller lenk til innhald som finst"
"No search term specified. Showing recent items.","Ingen søkjestreng vart gjeven. Viser dei siste elementa."
"Add Link","Legg til lenkje"
"Cancel","Avbryt"
"File doesn&#8217;t exist?","Fila finst ikkje?"
"File is not an image.","Fila er ikkje eit bilete."
"Could not read image size.","Greidde ikkje lesa storleiken på biletet."
"Image resize failed.","Greidde ikkje endra biletstorleiken."
"Could not calculate resized image dimensions","Klarte ikkje rekna ut storleiken på det endra biletet"
"Image crop failed.","Greidde ikkje skjera til biletet."
"Image rotate failed.","Greidde ikkje å rotera biletet."
"Image flip failed.","Greidde ikkje venda biletet."
"Image Editor Save Failed","Greidde ikkje lagra biletet i redigeringa."
"Could not read image size","Klarte ikkje lesa biletstorleik"
"The theme directory does not exist.","Bunadmappa finst ikkje."
"Stylesheet is missing.","Stilsettet manglar."
"ERROR: The themes directory is either empty or doesn&#8217;t exist. Please check your installation.","FEIL: Bunadmappa er anten tom, eller ho finst ikkje. Sjekk installasjonen din."
"Stylesheet is not readable.","Kan ikkje lesa stilarket."
"Template is missing.","Malen manglar."
"The parent theme is missing. Please install the \"%s\" parent theme.","Grunnlagsbunaden manglar. Installer bunaden «%s»."
"The \"%s\" theme is not a valid parent theme.","Bunaden «%s» er ikkje ein gyldig foreldrebunad."
"Visit author homepage","Vitje vevsida til forfattaren"
"Anonymous","Anonym"
",",", "
"XML-RPC services are disabled on this site.","XML-RPC-tenester er skrudd av på denne nettstaden."
"Incorrect username or password.","Ugyldig brukarnamn eller passord."
"Software Name","Programnamn"
"Software Version","Programversjon"
"Site URL","Nettstad-adresse"
"Home URL","Heim-adesse"
"Image default link type","Standard lenkjetype for bilete"
"Image default size","Standardstorleik på bilete"
"Image default align","Standardjustering for bilete"
"Template","Mal"
"Stylesheet","Stilark"
"Post Thumbnail","Småbilete av innlegget"
"Time Zone","Tidssone"
"Site Tagline","Slagord for nettstaden"
"Date Format","Datoformat"
"Time Format","Tidsformat"
"Allow new users to sign up","Tillat nye brukarar å registrera seg"
"Thumbnail Width","Breidd på småbilete"
"Thumbnail Height","Høgd på småbilete"
"Crop thumbnail to exact dimensions","Skjer av småbiletet til nøyaktig storleik"
"Medium size image width","Breidd på mellomstort bilete"
"Medium size image height","Høgd på mellomstort bilete"
"Large size image width","Breidd på stort bilete"
"Large size image height","Høgd på stort bilete"
"Allow people to post comments on new articles","Godta at folk gjev innspel til nye innlegg"
"Allow link notifications from other blogs (pingbacks and trackbacks)","Gje løyve til meldingar frå andre bloggar (tilbakeping og tilbaketråkk)"
"Insufficient arguments passed to this XML-RPC method.","Ikkje nok argument sende til denne XML-RPC-metoden."
"Invalid post type","Ugyldig innleggstype"
"Invalid post ID.","Ugyldig innleggs-ID."
"Sorry, you are not allowed to edit this post.","Orsak, du har ikkje løyve til å endra dette innlegget."
"The post type may not be changed.","Du kan ikkje endra innleggstypen."
"Sorry, you are not allowed to post on this site.","Du har ikkje løyve til å skriva på denne nettstaden."
"Sorry, you are not allowed to create private posts in this post type","Orsak, du har ikkje løyve til å laga private innlegg i denne innleggstypen."
"Sorry, you are not allowed to publish posts in this post type","Orsak, du har ikkje løyve til å leggja ut innlegg i denne innleggstypen."
"Sorry, you are not allowed to create password protected posts in this post type","Orsak, du har ikkje løyve til å laga passordverna innlegg i denne innleggstypen"
"You are not allowed to create posts as this user.","Du har ikkje løyve til å laga innlegg som denne brukaren."
"Invalid author ID.","Ugyldig skribent-ID."
"Sorry, you cannot stick a private post.","Lei for det, men du kan ikkje klistra eit privat innlegg."
"Sorry, you are not allowed to stick this post.","Orsak, du har ikkje løyve til å klistra dette innlegget."
"Invalid attachment ID.","Ugyldig ID på vedlegget."
"Sorry, one of the given taxonomies is not supported by the post type.","Orsak, denne innleggstypen støttar ikkje ei av klassifiseringane."
"Sorry, you are not allowed to assign a term to one of the given taxonomies.","Orsak, du har ikkje løyve til å tildela ein term til ei av desse klassifiseringane."
"Invalid term ID","Ugyldig omgreps-ID"
"Ambiguous term name used in a hierarchical taxonomy. Please use term ID instead.","Det er brukt eit tvitydig namn i den hierarkiske klassifiseringa. Bruk term-ID i staden."
"Sorry, you are not allowed to add a term to one of the given taxonomies.","Orsak, du har ikkje løyve til å leggja den termen til desse klassifiseringane."
"Sorry, your entry could not be posted. Something wrong happened.","Innlegget ditt kunne ikkje leggjast til. Noko gjekk gale."
"There is a revision of this post that is more recent.","Det finst ei nyare utgåve av dette innlegget."
"Sorry, you are not allowed to delete this post.","Orsak, du har ikkje løyve til å sletta dette innlegget."
"The post cannot be deleted.","Kan ikkje sletta innlegget."
"Sorry, you cannot edit this post.","Du kan ikkje endra dette innlegget."
"The post type specified is not valid","Denne innleggstypen er ikkje gyldig."
"Sorry, you are not allowed to edit posts in this post type","Orsak, men du har ikkje løyve til å endra innlegg av denne typen."
"Invalid taxonomy","Ugyldig klassifisering"
"You are not allowed to create terms in this taxonomy.","Du har ikkje løyve til å endra termar i denne grupperinga."
"The term name cannot be empty.","Namnet på termen kan ikkje stå tomt."
"This taxonomy is not hierarchical.","Denne grupperinga er ikkje hierarkisk."
"Parent term does not exist.","Foreldretermen finst ikkje."
"Sorry, your term could not be created. Something wrong happened.","Greidde ikkje laga termen din. Noko gjekk gale."
"You are not allowed to edit terms in this taxonomy.","Du har ikkje løyve til å endra termane i denne grupperinga."
"This taxonomy is not hierarchical so you can't set a parent.","Denne grupperinga er ikkje hierarkisk, så du kan ikkje setja opp ein forelder."
"Sorry, editing the term failed.","Greidde ikkje endra termen."
"You are not allowed to delete terms in this taxonomy.","Du har ikkje løyve til å sletta termar i denne grupperinga."
