"Usage of user levels by plugins and themes is deprecated. Use roles and capabilities instead.","Używanie poziomów użytkowników przez wtyczki i motywy jest przestarzałą praktyką. Wykorzystaj system ról i uprawnień."
"No categories","Brak kategorii"
"%s topic","%s temat"
"%s topics","%s tematy"
"No server specified","Nie podano nazwy serwera"
"no login ID submitted","nie wysłano identyfikatora sesji logowania się"
"connection not established","połączenie nie zostało nawiązane"
"No password submitted","Nie podano hasła"
"Authentication failed","Uwierzytelnianie nie powiodło się"
"No connection to server","Brak połączenia z serwerem"
"No login ID submitted","Identyfikator sesji logowania się nie został wysłany"
"No server banner","Brak banneru serwera"
"abort","przerwij"
"apop authentication failed","uwierzytelnianie na serwerze apop nie powiodło się"
"Premature end of list","Niespodziewany koniec listy"
"Empty command string","Nie podano polecenia"
"connection does not exist","nie połączono"
"No msg number submitted","Nie podano numeru wiadomości"
"Command failed","Wykonywanie polecenia nie powiodło się "
"View all posts filed under %s","Zobacz wszystkie wpisy z kategorii &#8222;%s&#8221;"
"Feed for all posts filed under %s","Kanał z wpisami zaszufladkowanymi do &#8222;%s&#8221;"
"Comments Off","Komentowanie nie jest możliwe"
"Comment on %s","Skomentuj &#8222;%s&#8221;"
"Log in to Reply","Zaloguj się, aby móc odpowiedzieć"
"Leave a Comment","Dodaj komentarz"
"Log in to leave a Comment","Zaloguj się, aby dodać komentarz"
"Click here to cancel reply.","Kliknij tutaj, aby anulować odpowiadanie."
"Leave a Reply","Dodaj komentarz"
"Leave a Reply to %s","Odpowiedz na &#8222;%s&#8221;"
"Author","Autor"
"URL","Adres URL"
"Comment","Komentarz"
"Are you sure you want to do this?","Czy na pewno chcesz to zrobić?"
"Edit","Edytuj"
"Restore","Przywróć"
"%s ago","%s temu"
"Undo","Cofnij"
"Not Spam","To nie jest spam"
"Apply","Zastosuj"
"Comments","komentarze"
"Publish","Opublikuj"
"Excerpt","Wypis"
"Revisions","Wersje wpisu"
"Approved","zatwierdzone"
"Spam","Oznacz jako spam"
"Link Categories","Kategorie odnośników"
"Search Categories","Szukaj kategorii"
"Edit Link Category","Edytuj kategorię odnośników"
"Update Category","Zaktualizuj kategorię"
"Add Link","Dodaj odnośnik"
"Save","Zapisz"
"Target","Cel"
"Advanced","Zaawansowane"
"Description","Opis"
"None","Brak"
"Invalid taxonomy","Błąd w taksonomii"
"Edit Tag","Edytuj tag"
"View Post","Zobacz wpis"
"Edit Post","Edytuj wpis"
"Done","Gotowe"
"Anonymous","Anonim"
"Submit","Wyślij"
"Invalid file type","Nieprawidłowy typ pliku"
"Preview","Podejrzyj"
"Recent Comments","Najnowsze komentarze"
"Cancel","Anuluj"
"Content","Treść"
"Save Draft","Zapisz szkic"
"No comments yet.","Brak komentarzy."
"Edit comment","Edytuj komentarz"
"Reply","Odpowiedz"
"Number of comments to show:","Liczba wyświetlanych komentarzy:"
"<strong>RSS Error</strong>: %s","<strong>Błąd RSS</strong>: %s"
"Unknown Feed","Nieznany kanał"
"Header","Nagłówek"
"Sidebar","Panel boczny"
"Archives","Archiwa"
"Password","Hasło"
"Redo","Ponów"
"Scale","Skala"
"Thumbnail","Miniatura"
"File &#8220;%s&#8221; doesn&#8217;t exist?","Czy plik &#8222;%s&#8221; istnieje?"
"The GD image library is not installed.","Biblioteka &#8222;GD&#8221; nie jest zainstalowana."
"File &#8220;%s&#8221; is not an image.","Plik &#8222;%s&#8221; nie jest obrazkiem."
"Add Media","Dodaj medium"
"Add an Image","Dodaj obrazek"
"Add Video","Dodaj film"
"Add Audio","Dodaj plik dźwiękowy"
"Saved.","Zapisano."
"Left","Do lewej"
"Center","Do środka"
"Right","Do prawej"
"Full Size","Pełny rozmiar"
"Size","Rozmiar"
"Alignment","Wyrównanie"
"Caption","Etykieta"
"Link URL","Adres URL odnośnika"
"Enter a link URL or click above for presets.","Wprowadź adres URL odnośnika lub wybierz jeden z predefiniowanych powyżej."
"Edit Image","Edytuj obrazek"
"Image URL","Adres URL obrazka"
"Save as Pending","Zapisz jako oczekującą na przegląd"
"Privately Published","Opublikowano jako prywatne"
"Public, Sticky","Publiczne, przyklejone"
"Schedule","Zaplanuj"
"Add or remove tags","Dodaj lub usuń tagi"
"Add","Dodaj"
"All Categories","Wszystkie kategorie"
"Dismiss","Ukryj"
"Search","Szukaj"
"Version","Wersja"
"Version:","Wersja:"
"Visit author homepage","Odwiedź stronę domową autora"
"Images","Obrazki"
"View Page","Zobacz stronę"
"Links","Odnośniki"
"Uncategorized","Bez kategorii"
"Close","Zamknij"
"Select","Wybierz"
"New Page","Nowa strona"
"Edit Media","Edytuj medium"
"New Post","Nowy wpis"
"(no title)","(bez tytułu)"
"Activation Key Required","Wymagany jest klucz aktywacyjny"
"Activation Key:","Klucz aktywacyjny:"
"Your account is now active!","Twoje konto zostało aktywowane!"
"An error occurred during the activation","Wystąpił błąd podczas aktywacji"
"Username:","Nazwa użytkownika:"
"No posts found.","Nie znaleziono żadnych wpisów."
"Pending Review","Oczekuje na przegląd"
"Y/m/d","d.m.Y"
"Visit Site","Przejdź do witryny"
"Log Out","Wyloguj się"
"<span class=\"meta-prep meta-prep-entry-date\">Published </span> <span class=\"entry-date\"><time class=\"entry-date\" datetime=\"%s\">%s</time></span> at <a href=\"%s\" title=\"Link to full-size image\">%s &times; %s</a> in <a href=\"%s\" title=\"Return to %s\" rel=\"gallery\">%s</a>.","<span class=\"meta-prep meta-prep-entry-date\">Opublikowano </span> <span class=\"entry-date\"><time class=\"entry-date\" datetime=\"%s\">%s</time></span> at <a href=\"%s\" title=\"Odnośnik do pełnowymiarowego obrazka\">%s &times; %s</a> in <a href=\"%s\" title=\"Powrót do %s\" rel=\"gallery\">%s</a>."
"The 2012 theme for WordPress is a fully responsive theme that looks great on any device. Features include a front page template with its own widgets, an optional display font, styling for post formats on both index and single views, and an optional no-sidebar page template. Make it yours with a custom menu, header image, and background.","Motyw 2012 jest w pełni responsywny i świetnie wygląda na różnych urządzeniach. Szerokie możliwości konfiguracji: własny szablon strony głównej z własnymi widgetami, wybór kroju czcionki, zmiany wyglądu wpisów na podstawie ich typów obejmuje zarówno tryb pojedynczego wpisu jak i wyświetlanie na listach oraz opcjonalny szablon bez panelu bocznego. Dodatkowo można ustawić własne: menu czy obrazek w nagłówku oraz wybrać tło."
"on",""
"no-subset",""
"Appears on posts and pages except the optional Front Page template, which has its own widgets","Pojawia się na wpisach i stronach, z wyjątkiem opcjonalnego szablonu strony tytułowej, która ma swoje własne widgety."
"First Front Page Widget Area","Pierwszy obszar widgetu strony tytułowej"
"Appears when using the optional Front Page template with a page set as Static Front Page","Pojawia się przy użyciu opcjonalnego szablon strony głównej z wybraną stroną statyczną"
"Second Front Page Widget Area","Drugi obszar widgetu strony tytułowej"
"This entry was posted in %s and tagged %s on %s<span class=\"by-author\"> by %s</span>.","Wpis opublikowany w %s i otagowany %s %s<span class=\"by-author\"> przez %s</span>."
"This entry was posted in %s on %s<span class=\"by-author\"> by %s</span>.","Ten wpis został opublikowany w %s dnia %s, <span class=\"by-author\">przez %s</span>."
"This entry was posted on %s<span class=\"by-author\"> by %s</span>.","Ten wpis został opublikowany dnia %s, <span class=\"by-author\">przez %s</span>."
"Front Page Template","Szablon strony startowej"
"Full-width Page Template, No Sidebar","Szablon strony bez paska bocznego"
"Featured post","Wyróżniony wpis"
"Page %s","Strona %s"
"%s Replies","%s odpowiedzi"
"1 Reply","1 odpowiedź"
"It seems we can&rsquo;t find what you&rsquo;re looking for. Perhaps searching can help.","Nie udało się znaleźć tego, czego szukasz. Być może wyszukiwanie przyniesie lepsze rezultaty."
"Apologies, but no results were found. Perhaps searching will help find a related post.","Przepraszamy, ale niczego nie znaleziono. Być może użycie wyszukiwarki przyniesie oczekiwany rezultat."
"Post author","Autor wpisu"
"Skip to content","Przeskocz do treści"
"No posts to display","Brak wpisów"
"Ready to publish your first post? <a href=\"%s\">Get started here</a>.","Czy chcesz opublikować swój pierwszy wpis? <a href=\"%s\">Kliknij tutaj</a>."
"View all posts by %s","Zobacz wszystkie wpisy, których autorem jest %s"
"&larr; Previous","&larr; Poprzednie"
"Next &rarr;","Następne &rarr;"
"Search Results for: %s","Wyniki wyszukiwania dla zapytania &#8222;%s&#8221;"
"Sorry, but nothing matched your search criteria. Please try again with some different keywords.","Przepraszamy, ale nic nie zostało dopasowane do Twoich kryteriów wyszukiwania. Proszę spróbować ponownie, korzystając z innych słów kluczowych."
"the WordPress team","zespół WordPressa"
"Permalink to %s","Bezpośredni odnośnik do &#8222;%s&#8221;"
"Main Sidebar","Główny panel boczny"
"Post navigation","Zobacz wpisy"
"<span class=\"meta-nav\">&larr;</span> Older posts","<span class=\"meta-nav\">&larr;</span> Starsze wpisy"
"Newer posts <span class=\"meta-nav\">&rarr;</span>","Nowsze wpisy <span class=\"meta-nav\">&rarr;</span>"
"Primary Menu","Menu główne"
"Proudly powered by %s","Dumnie wspierane przez WordPressa"
"Newer Comments &rarr;","Nowsze komentarze &rarr;"
"About %s","O %s"
"One thought on &ldquo;%s&rdquo;","Jedna myśl nt. &bdquo;%s&rdquo;"
"%s thoughts on &ldquo;%s&rdquo;","%s myśli nt. &bdquo;%s&rdquo;"
"Yearly Archives: %s","Roczne archiwum: %s"
"Tag Archives: %s","Archiwa tagu: %s"
"Category Archives: %s","Archiwa kategorii: %s"
"Daily Archives: %s","Dzienne archiwum: %s"
"Monthly Archives: %s","Miesięczne archiwum: %s"
"Continue reading <span class=\"meta-nav\">&rarr;</span>","Czytaj dalej <span class=\"meta-nav\">&rarr;</span>"
"Leave a reply","Napisz odpowiedź"
"Semantic Personal Publishing Platform","Semantyczna, osobista platforma publikacyjna"
"Nothing Found","Niczego nie znaleziono"
"Author Archives: %s","Archiwa autora: %s"
"Comment navigation","Nawigacja po komentarzach"
"&larr; Older Comments","&larr; Starsze komentarze"
"View all posts by %s <span class=\"meta-nav\">&rarr;</span>","Zobacz wszystkie wpisy, których autorem jest %s <span class=\"meta-nav\">&rarr;</span>"
"Used by millions, Akismet is quite possibly the best way in the world to <strong>protect your blog from comment and trackback spam</strong>. It keeps your site protected from spam even while you sleep. To get started: 1) Click the \"Activate\" link to the left of this description, 2) <a href=\"http://akismet.com/get/?return=true\">Sign up for an Akismet API key</a>, and 3) Go to your Akismet configuration page, and save your API key.","Akismet jest używanym przez miliony stron i jest, najprawdopodobniej najlepszym sposobem na <strong>ochronę witryny przed spamem w komentarzach i trackbakach</strong>. Chroni witrynę, nawet wtedy gdy śpisz. Aby zacząć: 1. Wybierz odnośnik \"Aktywuj\" znajdujący się po lewwej stronie tego opisu, 2. <a href=\"http://akismet.com/get/?return=true\">Pobierz klucz z serwisu Akismet API</a>, 3. Przejdź na stronę konfiguracji wtyczki Akismet i zapisz tam uzyskany klucz."
"You can upload and insert media (images, audio, documents, etc.) by clicking the Add Media button. You can select from the images and files already uploaded to the Media Library, or upload new media to add to your page or post. To create an image gallery, select the images to add and click the &#8220;Create a new gallery&#8221; button.","Możesz wgrywać i dodawać materiały (obrazy, dźwięki, dokumenty itd.) klikając przycisk Dodaj medium. Jeżeli chcesz dodać plik do wpisu lub strony, to możesz wybrać wśród wcześniej dodanych lub po prostu wgrać nowy. W celu utworzenia galerii obrazów, należy wybrać obrazy do dodania oraz kliknąć przycisk &#8220;Utwórz nową galerię&#8221;."
"You can also embed media from many popular websites including Twitter, YouTube, Flickr and others by pasting the media URL on its own line into the content of your post/page. Please refer to the Codex to <a href=\"http://codex.wordpress.org/Embeds\">learn more about embeds</a>.","Możesz również dodawać materiały z popularnych serwisów, takich jak Twitter, YouTube czy Flickr, wklejając do wpisu lub strony odnośnik prowadzący do wybranej treści. Taki odnośnik musi być pojedynczą linią. Więcej o <a href=\"http://codex.wordpress.org/Embeds\">osadzaniu treści</a> można przeczytać w Codex (en)."
"Thank you for updating to the latest version! WordPress %s is more polished and enjoyable than ever before. We hope you like it.","Dziękujemy za aktualizację do najnowszej wersji! WordPress %s jest bardziej dopracowany i przyjemny w użyciu niż kiedykolwiek przedtem. Mamy nadzieję, że go polubisz."
"Beautiful Interface","Piękny interfejs"
"Adding media has been streamlined with an all-new experience, making it a breeze to upload files and place them into your posts.","Dodawanie plików zostało uproszczone i jest teraz czymś zupełnie nowym, tak aby przyjemnie było przesyłać i umieszczać pliki we wpisach."
"Picturesque Galleries","Galerie obrazków"
"Creating image galleries is faster with drag and drop reordering, inline caption editing, and simplified controls for layout.","Tworzenie galerii obrazków jest szybsze dzięki możliwości przeciągania, bezpośredniej edycji podpisów oraz uproszczonej konfiguracji."
"New Default Theme","Nowy motyw domyślny"
"Introducing Twenty Twelve","Przedstawiamy Twenty Twelve"
"The newest default theme for WordPress is simple, flexible, and elegant.","Najnowszy domyślny motyw WordPressa jest prosty, elastyczny i elegancki."
