"New password","Nova senha"
"Logged in as <a href=\"%s\">%s</a>. <a href=\"%s\" title=\"Log out of this account\">Log out?</a>","Sessão iniciada como <a href=\"%s\">%s</a>. <a href=\"%s\" title=\"Sair da minha conta\">Sair?</a>"
"Your email address will not be published.","O seu endereço de email não será publicado."
"You may use these <abbr title=\"HyperText Markup Language\">HTML</abbr> tags and attributes: %s","Pode usar estas etiquetas <abbr title=\"HyperText Markup Language\">HTML</abbr> e atributos: %s"
"Cancel reply","Cancelar resposta"
"Post Comment","Publicar Comentário"
"Unapproved","Não aprovado"
"Approved","Aprovados"
"Duplicate comment detected; it looks as though you&#8217;ve already said that!","Detectado comentário duplicado; parece que já disse isso!"
"You are posting comments too quickly. Slow down.","Está a publicar comentários com demasiada rapidez. Deixe passar mais tempo."
"Could not update comment status","Não foi possível actualizar o estado do comentário"
"This argument has changed to an array to match the behavior of the other cron functions.","Este argumento foi alterado para array para condizer com o comportamento de outras funções do cron."
"Once Hourly","Uma Vez Por Hora"
"Twice Daily","Duas Vezes por Dia"
"Once Daily","Uma Vez Por Dia"
"Your site&#8217;s WordPress Pages","As páginas do seu site WordPress"
"Sort by:","Ordenar Por:"
"Page title","Título da página"
"Page order","Ordem da página"
"Page ID","ID da Página"
"Exclude:","Excluir:"
"Page IDs, separated by commas.","IDs de página, separados por vírgulas."
"Your blogroll","A sua lista de links"
"Select Link Category:","Escolha a categoria da ligação:"
"All Links","Links"
"Link title","Título da ligação"
"Link rating","Classificação da ligação"
"Link ID","ID da ligação"
"Random","Aleatório"
"Show Link Image","Mostrar Imagem do Link"
"Show Link Name","Mostrar Nome do Link"
"Show Link Description","Mostrar Descrição do Link"
"Show Link Rating","Mostrar Classificação do Link"
"Number of links to show:","Número de ligações a apresentar:"
"A search form for your site","Um formulário de pesquisa para o seu site."
"A monthly archive of your site&#8217;s posts","Um arquivo mensal dos artigos do seu site"
"Archives","Arquivo"
"Select Month","Seleccionar Mês"
"Display as dropdown","Mostrar como dropdown"
"Show post counts","Mostrar número de artigos"
"Log in/out, admin, feed and WordPress links","Terminar/iniciar sessão, feed e links WordPress"
"Syndicate this site using RSS 2.0","Sindicar este site utilizando RSS 2.0"
"Entries <abbr title=\"Really Simple Syndication\">RSS</abbr>","<abbr title=\"Really Simple Syndication\">RSS</abbr> dos artigos"
"The latest comments to all posts in RSS","Os mais recentes comentários a todos os artigos em RSS"
"Comments <abbr title=\"Really Simple Syndication\">RSS</abbr>","Feed <abbr title=\"Really Simple Syndication\">RSS</abbr> dos comentários."
"Powered by WordPress, state-of-the-art semantic personal publishing platform.","Criado com WordPress, plataforma de publicação pessoal sem&acirc;ntica de vanguarda."
"A calendar of your site&#8217;s posts","Um calendário dos artigos do seu site"
"Calendar","Calendário"
"Arbitrary text or HTML","Texto arbitrário ou HTML"
"Automatically add paragraphs","Adicionar parágrafos automaticamente"
"A list or dropdown of categories","Uma lista ou dropdown de categorias"
"Select Category","Seleccionar categoria"
"Show hierarchy","Mostrar Hierarquia"
"The most recent posts on your site","As entradas mais recentes no seu site."
"Recent Posts","Artigos recentes"
"Number of posts to show:","Número de artigos a apresentar:"
"Display post date?","Mostrar a data do artigo?"
"The most recent comments","Os comentários mais recentes"
"Recent Comments","Comentários recentes"
"%s on %s","%s em %s"
"Number of comments to show:","Número de comentários a apresentar:"
"Entries from any RSS or Atom feed","Entradas de qualquer feed RSS ou Atom"
"Unknown Feed","Feed desconhecido"
"Syndicate this content","Sindicar este conteúdo"
"<strong>RSS Error</strong>: %s","<strong>Erro de RSS</strong>: %s"
"An error has occurred, which probably means the feed is down. Try again later.","Ocorreu um erro. A causa provável é o feed estar offline. Tente mais tarde. "
"Untitled","Sem Título"
"RSS Error: %s","Erro RSS: %s"
"Enter the RSS feed URL here:","Introduza o URL do feed RSS aqui:"
"Give the feed a title (optional):","Atribua um título ao feed (opcional):"
"How many items would you like to display?","Quantos itens pretende apresentar?"
"Display item content?","Mostrar conteúdo do item?"
"Display item author if available?","Mostrar autor do item, se disponível?"
"Display item date?","Mostrar data do item?"
"Your most used tags in cloud format","As etiquetas mais usadas em formato de nuvem"
"Tag Cloud","Nuvem de etiquetas"
"Taxonomy:","Taxonomia:"
"Use this widget to add one of your custom menus as a widget.","Use este widget para adicionar um dos seus menus de navegação como widget. "
"Custom Menu","Menu personalizado"
"No menus have been created yet. <a href=\"%s\">Create some</a>.","Nenhum menu foi criado ainda. <a href=\"%s\">Crie um</a>"
"Select Menu:","Seleccione menu:"
"new WordPress Loop","novo Loop de WordPress"
"None","Nenhum"
"Last updated","Última actualização"
"Missing Attachment","Anexo em Falta"
"First Post","Primeiro artigo"
"Last Post","Último artigo"
"Are you sure you want to do this?","Tem a certeza de que pretende efectuar esta acção?"
"File &#8220;%s&#8221; doesn&#8217;t exist?","Ficheiro &#8220;%s&#8221; inexistente?"
"The GD image library is not installed.","A biblioteca de imagens GD não está instalada."
"File &#8220;%s&#8221; is not an image.","O ficheiro &#8220;%s&#8221; não é uma imagem."
"Comments on %s","Comentários em %s"
"Comments for %s searching on %s","Comentários para %s pesquisando em %s"
"Comments for %s","Comentários para %s"
"Comment on %s by %s","Comentário em %s por %s"
"By: %s","Por: %s"
"Comments on: %s","Comentários em: %s"
"Protected Comments: Please enter your password to view comments.","Comentários protegidos: introduza a sua senha para ver os comentários."
"%s hour","%s hora"
"%s hours","%s horas"
"%s day","%s dia"
"%s days","%s dias"
"The email address entered did not appear to be a valid email address. Please enter a valid email address.","O endereço de email introduzido não aparenta ser válido. Por favor introduza um endereço de email válido."
"The WordPress address you entered did not appear to be a valid URL. Please enter a valid URL.","O endereço do WordPress que você introduziu não parece ser um URL válido. Por favor, introduza um URL válido."
"The Site address you entered did not appear to be a valid URL. Please enter a valid URL.","O endereço do site que você introduziu não parece ser um URL válido. Por favor, introduza um URL válido."
"The timezone you have entered is not valid. Please select a valid timezone.","O fuso horário que indicou não é válido. Por favor indique um fuso válido."
", and"," e "
"and"," e "
"ERROR: %s is not a valid feed template.","ERRO: %s não é um template de feed válido."
"One or more database tables are unavailable. The database may need to be <a href=\"%s\">repaired</a>.","Uma ou mais tabelas da base de dados não estão disponíveis. A base de dados pode estar a precisar de ser <a href=\"%s\">reparada</a>."
"Unable to create directory %s. Is its parent directory writable by the server?","Não foi possível criar a directoria %s. A directoria do nível acima tem permissões de escrita?"
"Empty filename","Nome de ficheiro em falta"
"Invalid file type","Tipo de ficheiro inválido"
"Could not write file %s","Não foi possível guardar ficheiro %s"
"WordPress Failure Notice","Notificação de Falha do WordPress"
"You are attempting to log out of %s","Está a tentar terminar a sua sessão em %s"
"Do you really want to <a href='%s'>log out</a>?","Tem a certeza que quer <a href='%s'>terminar a sesão</a>?"
"Please try again.","Por favor tente de novo."
"&laquo; Back","&laquo; Voltar"
"WordPress &rsaquo; Error","WordPress &rsaquo; Erro"
"Database Error","Erro de base de dados"
"Error establishing a database connection","Erro ao estabelecer uma ligação com a base de dados"
"%s is <strong>deprecated</strong> since version %s! Use %s instead.","%s <strong>não é usado</strong> desde a versão %s! Use %s em substituição."
"%s is <strong>deprecated</strong> since version %s with no alternative available.","%s <strong>não é usado</strong> desde a versão %s e não existem alternativas."
"%s was called with an argument that is <strong>deprecated</strong> since version %s! %s","%s foi chamado com um argumento <strong>obsoleto</strong> desde a versão%s! %s"
"%s was called with an argument that is <strong>deprecated</strong> since version %s with no alternative available.","%s foi chamado com um argumento <strong>obsoleto</strong> desde a versão%s com nenhuma outra alternativa disponível."
"(This message was added in version %s.)","(Esta mensagem foi adicionada na versão %s.)"
"Please see <a href=\"http://codex.wordpress.org/Debugging_in_WordPress\">Debugging in WordPress</a> for more information.","Por favor consulte <a href=\"http://codex.wordpress.org/Debugging_in_WordPress\">Debugging com WordPress</a> para mais informações."
"%s was called <strong>incorrectly</strong>. %s %s","%s foi chamado <strong>incorretamente</strong>. %s2s %s "
"Select a city","Escolha uma cidade"
"Manual Offsets","Offsets Manuais"
"Scripts and styles should not be registered or enqueued until the %s, %s, or %s hooks.","Scripts e estilos não devem ser registrados ou enfileirados até aos hooks %s,%s ou%s."
"Search for:","Buscar por:"
"Log in","Iniciar sessão"
"Log out","Sair"
"Username","Nome de utilizador"
"Password","Senha"
"Remember Me","Lembrar-me"
"Log In","Iniciar sessão"
"Register","Registar"
"Site Admin","Administração"
"The <code>%s</code> option is deprecated for the family of <code>bloginfo()</code> functions.","A opção <code>%s</code>foi preterida para a família de funções <code>bloginfo()</code>."
"Use the <code>%s</code> option instead.","Use a opção <code>%s</code> em substituição."
